단위사업코드,단위사업명,예산,당월집행액,집행월,분야코드,분야명,회계,회계명,회계년도,소관,소관명,프로그램코드,프로그램명,부문코드,부문명,누계집행액
9711,비통화금융기관예치,4733203000000.0,51608282020.0,07,110,산업·중소기업및에너지,596,방사성폐기물관리기금,2023,094,산업통상자원부,9700,여유자금운용,115,에너지및자원개발,1020989902790.0
1034,주택정책지원,2572746927280.0,176474227270.0,07,080,사회복지,110,일반회계,2023,095,국토교통부,1000,기초주거생활보장,081,기초생활보장,2002520298440.0
1031,주택가격조사지원,79809352900.0,3413945000.0,07,080,사회복지,110,일반회계,2023,095,국토교통부,1000,주택시장안정및주거복지향상,088,주택,68873989480.0
1034,주택정책지원,63290000000.0,1434861170.0,07,080,사회복지,110,일반회계,2023,095,국토교통부,1000,주택시장안정및주거복지향상,088,주택,38449311390.0
1036,주거환경개선지원,2000000000.0,0.0,07,080,사회복지,110,일반회계,2023,095,국토교통부,1000,주택시장안정및주거복지향상,088,주택,1358000000.0
8411,회계기금간전출,4558870000000.0,379906000000.0,07,080,사회복지,110,일반회계,2023,095,국토교통부,8400,내부거래지출,088,주택,2659342000000.0
8011,회계간전출,2218130000000.0,0.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,8000,회계간거래,121,도로,2218130000000.0
2731,철도안전(일반),1922817382400.0,173533680.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,2700,철도안전및운영,122,철도,1421445669370.0
2733,철도정책지원,25255071000.0,178913850.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,2700,철도안전및운영,122,철도,10665731440.0
2736,철도운영지원(일반),397896000000.0,0.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,2700,철도안전및운영,122,철도,298422000000.0
8012,회계간전출,5552857000000.0,32390000000.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,8000,회계간거래,122,철도,3631459247520.0
3633,국제항공협력,4355000000.0,111560870.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,3600,항공발전지원,125,항공·공항,1908936020.0
3634,항공안전검사수입대체,477000000.0,31093400.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,3600,항공발전지원,125,항공·공항,205130600.0
3635,항공인력양성,5427000000.0,0.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,3600,항공발전지원,125,항공·공항,4033000000.0
3731,항공운영지원,9528030000.0,306410950.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,3700,항공운영지원,125,항공·공항,6649605480.0
3732,항공안전기술원출연,5374000000.0,0.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,3700,항공운영지원,125,항공·공항,5374000000.0
8014,회계간전출,318323000000.0,0.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,8000,회계간거래,125,항공·공항,210180000000.0
4032,화물자동차지원(일반),1118900000.0,0.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4000,물류정책,126,물류등기타,845584850.0
4034,물류산업지원,32812923460.0,1879456530.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4000,물류정책,126,물류등기타,12659029080.0
4141,국토교통기술역량강화(R&D),48264854000.0,4577600000.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4100,국토교통연구개발,126,물류등기타,48213281200.0
4148,정책연구개발(R&D),2966288090.0,81897940.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4100,국토교통연구개발,126,물류등기타,1495287930.0
4153,국토교통연구기획(R&D),24909000000.0,1695000000.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4100,국토교통연구개발,126,물류등기타,23252433610.0
4154,건설기술혁신(R&D),53434000000.0,2190000000.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4100,국토교통연구개발,126,물류등기타,52624000000.0
4155,플랜트연구,43187000000.0,0.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4100,국토교통연구개발,126,물류등기타,43187000000.0
4156,도시건축연구,65284000000.0,0.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4100,국토교통연구개발,126,물류등기타,61060000000.0
4158,교통물류연구,100839000000.0,2520000000.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4100,국토교통연구개발,126,물류등기타,100839000000.0
4160,국토교통융복합기술개발,5401000000.0,0.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4100,국토교통연구개발,126,물류등기타,5401000000.0
4232,철도정보화(정보화),7174600000.0,1279683000.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4200,국토교통정보화,126,물류등기타,3196981920.0
4234,항공정보화사업(정보화),2499000000.0,12125000.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4200,국토교통정보화,126,물류등기타,1933179000.0
4237,교통정보화(정보화),2449000000.0,0.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4200,국토교통정보화,126,물류등기타,1785036000.0
4241,건설사업정보화(정보화),9013166000.0,0.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4200,국토교통정보화,126,물류등기타,6950666000.0
4244,건축정보화(정보화),10342000000.0,25000000.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4200,국토교통정보화,126,물류등기타,8120614020.0
4246,건설산업종합정보망(정보화),4192850000.0,0.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4200,국토교통정보화,126,물류등기타,3180288840.0
4249,국토교통행정정보화(정보화),7264000000.0,991108740.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4200,국토교통정보화,126,물류등기타,4438304990.0
4253,국가물류정보화(정보화),3077000000.0,0.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4200,국토교통정보화,126,물류등기타,2410880000.0
4254,국토이용정보화(정보화),5763000000.0,69440000.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4200,국토교통정보화,126,물류등기타,4518240000.0
4258,자동차전산망(정보화),10490000000.0,0.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4200,국토교통정보화,126,물류등기타,2934000000.0
4263,부동산행정정보화,16064000000.0,23100000.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4200,국토교통정보화,126,물류등기타,11726533870.0
4270,국토공간정보체계구축및지원(정보화),33693440000.0,577423000.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4200,국토교통정보화,126,물류등기타,18610955850.0
4303,골재자원조사및관리,2677000000.0,0.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4300,건설정책 및 기술지원,126,물류등기타,1528000000.0
4304,건설기계제작결함시정사업,1288000000.0,0.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4300,건설정책 및 기술지원,126,물류등기타,1000000000.0
4305,기계설비산업발전지원,3420107860.0,0.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4300,건설정책 및 기술지원,126,물류등기타,361167860.0
4306,건설기능인 양성지원,1459281810.0,0.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4300,건설정책 및 기술지원,126,물류등기타,0.0
4308,건설기계임대료체납신고센터운영,135000000.0,0.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4300,건설정책 및 기술지원,126,물류등기타,67500000.0
4310,해외인프라시장개척,70575690810.0,59399000.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4300,건설정책 및 기술지원,126,물류등기타,43906153410.0
4313,국토안전관리원출연,61075000000.0,0.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4300,건설정책 및 기술지원,126,물류등기타,61073801140.0
4314,공사비산정기준관리운영,2058000000.0,0.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4300,건설정책 및 기술지원,126,물류등기타,1424700000.0
4315,건설신기술운영,1545000000.0,0.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4300,건설정책 및 기술지원,126,물류등기타,1200000000.0
4316,건설공사품질관리(수입대체),1061000000.0,381948820.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4300,건설정책 및 기술지원,126,물류등기타,643395630.0
4317,건설공사기준운영,7661000000.0,0.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4300,건설정책 및 기술지원,126,물류등기타,5915000000.0
4318,건설기술제도선진화,1062176270.0,84370000.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4300,건설정책 및 기술지원,126,물류등기타,355218720.0
4322,건설기술인력양성,1113000000.0,0.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4300,건설정책 및 기술지원,126,물류등기타,630000000.0
4323,건설시설안전관리,4715186000.0,67918790.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4300,건설정책 및 기술지원,126,물류등기타,2996068000.0
4325,스마트건설지원센터운영,6415000000.0,0.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4300,건설정책 및 기술지원,126,물류등기타,6415000000.0
4326,공공건설BIM활성화지원,818000000.0,0.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4300,건설정책 및 기술지원,126,물류등기타,568000000.0
4329,건설공사사후평가,1650000000.0,650000000.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4300,건설정책 및 기술지원,126,물류등기타,1650000000.0
4431,수입대체경비,786000000.0,102527480.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4400,국토교통인재개발,126,물류등기타,477387880.0
4434,국토교통역량교육사업,576000000.0,0.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4400,국토교통인재개발,126,물류등기타,375793500.0
4631,교통사고예방및피해자보호,5634000000.0,0.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4600,자동차및교통정책,126,물류등기타,2710000000.0
4633,첨단미래형자동차활성화,200000000.0,0.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4600,자동차및교통정책,126,물류등기타,200000000.0
4634,자동차안전도강화,62776000000.0,1865480.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4600,자동차및교통정책,126,물류등기타,60847738180.0
4638,교통안전공단출연,80462000000.0,0.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4600,자동차및교통정책,126,물류등기타,80404100000.0
4639,교통계획 및 평가,6458277210.0,5402360.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,4600,자동차및교통정책,126,물류등기타,4969877780.0
7001,본부인건비,126541084000.0,10013882250.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,7000,국토교통행정지원,126,물류등기타,74789476140.0
7002,소속기관인건비,154820129000.0,10654856190.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,7000,국토교통행정지원,126,물류등기타,93762999000.0
7011,본부기본경비,23891041470.0,2004020660.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,7000,국토교통행정지원,126,물류등기타,13625389300.0
7018,소속기관기본경비,9473488260.0,603914430.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,7000,국토교통행정지원,126,물류등기타,5133246880.0
7024,지방청등기본경비,19098504260.0,1254772100.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,7000,국토교통행정지원,126,물류등기타,10330673860.0
7031,소속기관전산운영경비,145000000.0,0.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,7000,국토교통행정지원,126,물류등기타,87416930.0
7036,국토교통정책지원,19315900500.0,437800860.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,7000,국토교통행정지원,126,물류등기타,17379102020.0
7037,국토교통국제협력,3328000000.0,71103740.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,7000,국토교통행정지원,126,물류등기타,1170516450.0
7040,행정능률향상 및 능력개발,2617361000.0,136112730.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,7000,국토교통행정지원,126,물류등기타,1631763100.0
7041,청사확보 및 시설개선,1002000000.0,15000000.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,7000,국토교통행정지원,126,물류등기타,624000000.0
7042,사회복무지원,961502000.0,78832580.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,7000,국토교통행정지원,126,물류등기타,575542930.0
7101,항공교통본부 인건비,18180928000.0,1150025670.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,7100,항공교통본부(책임운영),126,물류등기타,10932795050.0
7111,항공교통본부 기본경비,1291072000.0,131726690.0,07,120,교통및물류,110,일반회계,2023,095,국토교통부,7100,항공교통본부(책임운영),126,물류등기타,715309240.0
5543,해안권및내륙권발전지원,106000000.0,0.0,07,140,국토및지역개발,110,일반회계,2023,095,국토교통부,5500,지역개발,142,지역및도시,77250000.0
5544,방조제 관리 지원,2000000000.0,0.0,07,140,국토및지역개발,110,일반회계,2023,095,국토교통부,5500,지역개발,142,지역및도시,1400000000.0
5547,국토정책지원,1635788000.0,67927200.0,07,140,국토및지역개발,110,일반회계,2023,095,국토교통부,5500,지역개발,142,지역및도시,801564330.0
5632,도시개발,4691998850.0,64756360.0,07,140,국토및지역개발,110,일반회계,2023,095,국토교통부,5600,도시정책,142,지역및도시,2741043350.0
5635,용산공원 조성사업,42924288900.0,145347640.0,07,140,국토및지역개발,110,일반회계,2023,095,국토교통부,5600,도시정책,142,지역및도시,29041395770.0
5637,스마트시티 지원,119458017500.0,2353066850.0,07,140,국토및지역개발,110,일반회계,2023,095,국토교통부,5600,도시정책,142,지역및도시,66981283850.0
5645,토지이용,163000000.0,0.0,07,140,국토및지역개발,110,일반회계,2023,095,국토교통부,5600,도시정책,142,지역및도시,116000000.0
5731,부동산공시,122342212000.0,1288696640.0,07,140,국토및지역개발,110,일반회계,2023,095,국토교통부,5700,국토정보관리,142,지역및도시,92684360600.0
5733,국유재산관리,795915000.0,1812800.0,07,140,국토및지역개발,110,일반회계,2023,095,국토교통부,5700,국토정보관리,142,지역및도시,477253590.0
5734,국토공간정보체계구축 및 지원,6929826270.0,298573800.0,07,140,국토및지역개발,110,일반회계,2023,095,국토교통부,5700,국토정보관리,142,지역및도시,4015499650.0
5735,국토정보제도선진화,56955711000.0,33880000.0,07,140,국토및지역개발,110,일반회계,2023,095,국토교통부,5700,국토정보관리,142,지역및도시,52397191340.0
5802,국토지리정보원인건비,7876125000.0,678245650.0,07,140,국토및지역개발,110,일반회계,2023,095,국토교통부,5800,국토지리정보원운영,142,지역및도시,4743752180.0
5818,국토지리정보원기본경비,1350875000.0,86924370.0,07,140,국토및지역개발,110,일반회계,2023,095,국토교통부,5800,국토지리정보원운영,142,지역및도시,790079840.0
5831,국토지형관리,160534389450.0,3112002910.0,07,140,국토및지역개발,110,일반회계,2023,095,국토교통부,5800,국토지리정보원운영,142,지역및도시,87399133470.0
6131,도시경관및건축문화품격향상,10902541600.0,528849700.0,07,140,국토및지역개발,110,일반회계,2023,095,국토교통부,6100,건축정책,142,지역및도시,5229216800.0
6132,건축서비스산업지원,9662450000.0,0.0,07,140,국토및지역개발,110,일반회계,2023,095,국토교통부,6100,건축정책,142,지역및도시,5951582000.0
6133,녹색건축물보급활성화지원,4610000000.0,4558070.0,07,140,국토및지역개발,110,일반회계,2023,095,국토교통부,6100,건축정책,142,지역및도시,3462201070.0
6134,국가건축정책위원회운영,952040000.0,10424390.0,07,140,국토및지역개발,110,일반회계,2023,095,국토교통부,6100,건축정책,142,지역및도시,555339940.0
8016,회계간전출,16090000000.0,0.0,07,140,국토및지역개발,110,일반회계,2023,095,국토교통부,8000,회계간거래,142,지역및도시,7300000000.0
6031,산업단지지원(일반),611211460.0,0.0,07,140,국토및지역개발,110,일반회계,2023,095,국토교통부,6000,산업단지개발및지원,143,산업단지,43272720.0
1531,고속도로조사설계,35790800000.0,1915582000.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,1500,고속도로건설,121,도로,23661753000.0
1532,고속도로건설,1638846000000.0,49803000000.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,1500,고속도로건설,121,도로,1297580000000.0
1534,수소충전소인프라 구축,4500000000.0,0.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,1500,고속도로건설,121,도로,4500000000.0
1631,일반국도조사설계,173169359720.0,480590510.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,1600,국도건설,121,도로,95616541650.0
1632,일반국도건설,1590929779440.0,22809055580.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,1600,국도건설,121,도로,872333211810.0
1635,시관내국도대체우회도로조사설계,15360137000.0,0.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,1600,국도건설,121,도로,11761436100.0
1636,시관내국도대체우회도로건설,413967347900.0,4521889650.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,1600,국도건설,121,도로,202788812350.0
1731,도로안전 및 환경개선(총액계상),1037494304600.0,9266519340.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,1700,도로관리,121,도로,498755084120.0
1732,도로운영,123370941800.0,9893602220.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,1700,도로관리,121,도로,66154534790.0
1733,도로보수(총액계상),815648570690.0,11685816090.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,1700,도로관리,121,도로,462043346540.0
1734,도로병목지점 개선,166272720310.0,2964379270.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,1700,도로관리,121,도로,80819668140.0
1736,첨단도로교통체계,409830000000.0,17009096540.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,1700,도로관리,121,도로,240354886440.0
1738,자전거도로 구축,868609010.0,9152640.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,1700,도로관리,121,도로,190957540.0
1739,도로건설 및 관리 종합연구,4231234000.0,573640000.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,1700,도로관리,121,도로,2162666880.0
1740,위험도로개선,159519294550.0,1345622660.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,1700,도로관리,121,도로,61793550380.0
1741,국제협력기구 지원 등,231000000.0,0.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,1700,도로관리,121,도로,188277030.0
1752,국도시설개량,38488732530.0,207251600.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,1700,도로관리,121,도로,19768573480.0
1831,민자유치사업지원,1073971000000.0,70100360.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,1800,민자도로건설및관리,121,도로,854533871300.0
1938,광역도로,1600000000.0,0.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,1900,지자체도로건설지원,121,도로,600000000.0
8020,회계간전출,280327000000.0,0.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,8000,회계간거래,121,도로,280327000000.0
9401,회계기금간전출(교특회계),300000000000.0,0.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,9400,회계기금간거래(기후대응기금),121,도로,300000000000.0
2531,고속철도건설,442291000000.0,0.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,2500,고속철도건설,122,철도,320857340000.0
2631,일반철도건설,2222921000000.0,0.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,2600,일반철도건설,122,철도,1617998420000.0
2732,철도운영지원(교특),809077727360.0,0.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,2700,철도안전및운영,122,철도,364278343600.0
2833,광역철도건설지원,681856000000.0,0.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,2800,광역철도건설,122,철도,402914600000.0
2933,광역철도건설지원,462486765000.0,9972571000.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,2900,광역철도건설,122,철도,275509107000.0
3031,지하철건설지원,596819000000.0,22300000000.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,3000,도시철도건설,122,철도,326016000000.0
3032,경량전철건설지원,46764000000.0,0.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,3000,도시철도건설,122,철도,16400000000.0
8020,회계간거래,81565000000.0,0.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,8000,회계간거래,122,철도,81565000000.0
3532,일반공항관리,26751533940.0,1000089530.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,3500,일반공항건설및관리,125,항공·공항,9508294580.0
3533,일반공항건설,15922858600.0,0.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,3500,일반공항건설및관리,125,항공·공항,3060795170.0
3538,신공항건설,166246188130.0,3480814920.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,3500,일반공항건설및관리,125,항공·공항,30628319030.0
3631,항행안전시설,54714944140.0,4354156570.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,3600,항공발전지원,125,항공·공항,36138785690.0
3632,소음대책,20448144000.0,607445500.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,3600,항공발전지원,125,항공·공항,18446667960.0
3636,항공안전운영,14197817850.0,402904540.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,3600,항공발전지원,125,항공·공항,5603087800.0
3637,항공산업지원,86377373120.0,695191580.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,3600,항공발전지원,125,항공·공항,49679159350.0
4159,철도기술연구,89950000000.0,5713500000.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,4100,국토교통연구개발,126,물류등기타,80806500000.0
4161,항공기술연구,98400000000.0,113124500.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,4100,국토교통연구개발,126,물류등기타,96840000000.0
4162,도로기술연구,13751000000.0,0.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,4100,국토교통연구개발,126,물류등기타,13751000000.0
4264,운수행정정보화(정보화),662000000.0,0.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,4200,국토교통정보화,126,물류등기타,458407000.0
4931,대중교통체계구축,126601143150.0,20975542420.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,4900,대중교통육성,126,물류등기타,104903459800.0
4932,교통약자이동편의증진,224662400000.0,0.0,07,120,교통및물류,214,교통시설특별회계,2023,095,국토교통부,4900,대중교통육성,126,물류등기타,196437900000.0
4034,물류산업지원,5783000000.0,0.0,07,120,교통및물류,216,에너지및자원사업특별회계,2023,095,국토교통부,4000,물류정책,126,물류등기타,4002190000.0
4244,건축정보화(정보화),2238000000.0,0.0,07,120,교통및물류,216,에너지및자원사업특별회계,2023,095,국토교통부,4200,국토교통정보화,126,물류등기타,1733600000.0
6133,녹색건축물보급활성화지원,9084000000.0,1226187970.0,07,140,국토및지역개발,216,에너지및자원사업특별회계,2023,095,국토교통부,6100,건축정책,142,지역및도시,4169416120.0
5538,혁신도시,16483637270.0,570000000.0,07,140,국토및지역개발,233,혁신도시건설특별회계,2023,095,국토교통부,5500,지역개발,142,지역및도시,5908199820.0
8713,회계기금간예수이자상환,16532000000.0,0.0,07,140,국토및지역개발,233,혁신도시건설특별회계,2023,095,국토교통부,8700,회계기금간거래(예수이자상환),142,지역및도시,8028021770.0
1036,주거환경개선지원,7675000000.0,0.0,07,080,사회복지,236,지역균형발전특별회계,2023,095,국토교통부,1000,주택시장안정및주거복지향상,088,주택,4915000000.0
1650,제주 구국도 건설,25029000000.0,3806280000.0,07,120,교통및물류,236,지역균형발전특별회계,2023,095,국토교통부,1600,국도건설,121,도로,18823280000.0
1751,제주 구국도 유지관리,31281000000.0,6236280810.0,07,120,교통및물류,236,지역균형발전특별회계,2023,095,국토교통부,1700,도로관리,121,도로,23340601000.0
1938,광역도로,52393000000.0,15975000000.0,07,120,교통및물류,236,지역균형발전특별회계,2023,095,국토교통부,1900,지자체도로건설지원,121,도로,31373000000.0
1939,혼잡도로,115672155900.0,7580200000.0,07,120,교통및물류,236,지역균형발전특별회계,2023,095,국토교통부,1900,지자체도로건설지원,121,도로,51150000000.0
1940,국가지원지방도건설,309929792510.0,112012613260.0,07,120,교통및물류,236,지역균형발전특별회계,2023,095,국토교통부,1900,지자체도로건설지원,121,도로,294827930640.0
2833,광역철도건설지원,196335242500.0,816200000.0,07,120,교통및물류,236,지역균형발전특별회계,2023,095,국토교통부,2800,광역철도건설,122,철도,87896200000.0
2933,광역철도건설지원,2000000000.0,0.0,07,120,교통및물류,236,지역균형발전특별회계,2023,095,국토교통부,2900,광역철도건설,122,철도,2000000000.0
4147,지역발전거점센터지원,12800000000.0,0.0,07,120,교통및물류,236,지역균형발전특별회계,2023,095,국토교통부,4100,국토교통연구개발,126,물류등기타,12800000000.0
4539,대중교통지원(지역지원),33729000000.0,0.0,07,120,교통및물류,236,지역균형발전특별회계,2023,095,국토교통부,4500,광역교통정책,126,물류등기타,33729000000.0
4541,도시BRT(균특),16502000000.0,904800000.0,07,120,교통및물류,236,지역균형발전특별회계,2023,095,국토교통부,4500,광역교통정책,126,물류등기타,13204800000.0
4542,환승체계구축(균특),13163000000.0,50000000.0,07,120,교통및물류,236,지역균형발전특별회계,2023,095,국토교통부,4500,광역교통정책,126,물류등기타,7703000000.0
4544,대도시권광역교통계획수립,250000000.0,0.0,07,120,교통및물류,236,지역균형발전특별회계,2023,095,국토교통부,4500,광역교통정책,126,물류등기타,200000000.0
4546,도시형교통모델,28920000000.0,9931000000.0,07,120,교통및물류,236,지역균형발전특별회계,2023,095,국토교통부,4500,광역교통정책,126,물류등기타,21335000000.0
4547,도시형교통모델,100000000.0,6160000.0,07,120,교통및물류,236,지역균형발전특별회계,2023,095,국토교통부,4500,광역교통정책,126,물류등기타,100000000.0
4548,도시형교통모델,1240000000.0,0.0,07,120,교통및물류,236,지역균형발전특별회계,2023,095,국토교통부,4500,광역교통정책,126,물류등기타,1240000000.0
4634,자동차안전도강화,2401000000.0,0.0,07,120,교통및물류,236,지역균형발전특별회계,2023,095,국토교통부,4600,자동차및교통정책,126,물류등기타,2401000000.0
4931,대중교통체계구축,22330000000.0,0.0,07,120,교통및물류,236,지역균형발전특별회계,2023,095,국토교통부,4900,대중교통육성,126,물류등기타,20330000000.0
7060,제주 도로관리단 지원,3972000000.0,0.0,07,120,교통및물류,236,지역균형발전특별회계,2023,095,국토교통부,7000,국토교통행정지원,126,물류등기타,3972000000.0
5549,성장촉진지역개발,222402000000.0,3594000000.0,07,140,국토및지역개발,236,지역균형발전특별회계,2023,095,국토교통부,5500,지역개발,142,지역및도시,180594500000.0
5550,지역발전투자협약,300000000.0,0.0,07,140,국토및지역개발,236,지역균형발전특별회계,2023,095,국토교통부,5500,지역개발,142,지역및도시,170000000.0
5551,개발제한구역지원,159968708200.0,1200438800.0,07,140,국토및지역개발,236,지역균형발전특별회계,2023,095,국토교통부,5500,지역개발,142,지역및도시,126416467870.0
5554,초광역 개발권 시범사업 지원,39591000000.0,6719000000.0,07,140,국토및지역개발,236,지역균형발전특별회계,2023,095,국토교통부,5500,지역개발,142,지역및도시,35641000000.0
5555,투자선도지구 지원,2300000000.0,0.0,07,140,국토및지역개발,236,지역균형발전특별회계,2023,095,국토교통부,5500,지역개발,142,지역및도시,2300000000.0
5632,도시개발,47467000000.0,0.0,07,140,국토및지역개발,236,지역균형발전특별회계,2023,095,국토교통부,5600,도시정책,142,지역및도시,40100686000.0
5640,기반시설부담금운영,567000000.0,0.0,07,140,국토및지역개발,236,지역균형발전특별회계,2023,095,국토교통부,5600,도시정책,142,지역및도시,5139700.0
5641,도시활력증진지역개발,620122454720.0,11170070000.0,07,140,국토및지역개발,236,지역균형발전특별회계,2023,095,국토교통부,5600,도시정책,142,지역및도시,507518269920.0
5642,수소도시기반구축(지원),20930000000.0,1867441000.0,07,140,국토및지역개발,236,지역균형발전특별회계,2023,095,국토교통부,5600,도시정책,142,지역및도시,18477341000.0
5737,개발부담금 징수 및 관리,22082500000.0,2473637500.0,07,140,국토및지역개발,236,지역균형발전특별회계,2023,095,국토교통부,5700,국토정보관리,142,지역및도시,17033295990.0
