계정명,단위사업명,경비구분,지출구분,분야명,회계명,회계년도,소관명,프로그램명,세부사업명,부문명,국회확정금액,정부안금액
,국토환경관리,주요사업비(기금사업비),일반지출,환경,환경개선특별회계,2009,환경부,"자연환경, 생물자원 보전",환경성평가제도운영및관리,자연,5063.0,5063.0
,생물자원 보전(R&D),주요사업비(기금사업비),일반지출,환경,환경개선특별회계,2009,환경부,"자연환경, 생물자원 보전",생물자원보전 종합대책,자연,5260.0,5260.0
,생물자원 전시 및 교육,주요사업비(기금사업비),일반지출,환경,환경개선특별회계,2009,환경부,"자연환경, 생물자원 보전",교육프로그램 개발 및 운영,자연,1316.0,1316.0
,생물자원 전시 및 교육,주요사업비(기금사업비),일반지출,환경,환경개선특별회계,2009,환경부,"자연환경, 생물자원 보전",국립생물자원관운영,자연,36425.0,36425.0
,생물자원 전시 및 교육,주요사업비(기금사업비),일반지출,환경,환경개선특별회계,2009,환경부,"자연환경, 생물자원 보전",전시관 운영 및 기획/특별전시,자연,2754.0,2754.0
,생물자원 주권확보,주요사업비(기금사업비),일반지출,환경,환경개선특별회계,2009,환경부,"자연환경, 생물자원 보전",고유생물주권확보,자연,89143.0,89143.0
,생태계보전,주요사업비(기금사업비),일반지출,환경,환경개선특별회계,2009,환경부,"자연환경, 생물자원 보전",IUCN 등 국제협력,자연,46406.0,46406.0
,생태계보전,주요사업비(기금사업비),일반지출,환경,환경개선특별회계,2009,환경부,"자연환경, 생물자원 보전",습지보전관리,자연,2171.0,2171.0
,생태계보전,주요사업비(기금사업비),일반지출,환경,환경개선특별회계,2009,환경부,"자연환경, 생물자원 보전",야생동식물보호 및 관리,자연,9850.0,9850.0
,쓰레기처리시설,주요사업비(기금사업비),일반지출,환경,환경개선특별회계,2009,환경부,폐기물처리 및 관리,폐기물자원화사업,폐기물,3401.0,3401.0
,폐기물의 안정적 처리,주요사업비(기금사업비),일반지출,환경,환경개선특별회계,2009,환경부,폐기물처리 및 관리,유해폐기물처리및대집행,폐기물,111111.0,111111.0
,폐기물의 안정적 처리,주요사업비(기금사업비),일반지출,환경,환경개선특별회계,2009,환경부,폐기물처리 및 관리,폐기물감량정책추진,폐기물,4292.0,4292.0
,폐기물의 안정적 처리,주요사업비(기금사업비),일반지출,환경,환경개선특별회계,2009,환경부,폐기물처리 및 관리,폐기물유해성평가관리체계선진화,폐기물,899.0,899.0
,과학원 운영(R&D),주요사업비(기금사업비),일반지출,환경,환경개선특별회계,2009,환경부,환경보전기반육성,종합연구단지 청사운영,환경일반,18200.0,18200.0
,과학원 운영(R&D),주요사업비(기금사업비),일반지출,환경,환경개선특별회계,2009,환경부,환경보전기반육성,환경측정분석기반구축,환경일반,9326.0,9326.0
,국제환경협력,주요사업비(기금사업비),일반지출,환경,환경개선특별회계,2009,환경부,환경보전기반육성,OECD및유럽 환경협력,환경일반,113733.0,113733.0
,국제환경협력,주요사업비(기금사업비),일반지출,환경,환경개선특별회계,2009,환경부,환경보전기반육성,국제환경협력및지구보전,환경일반,213514.0,213514.0
,국제환경협력,주요사업비(기금사업비),일반지출,환경,환경개선특별회계,2009,환경부,환경보전기반육성,기후변화대응국제협력강화,환경일반,736739.0,736739.0
,국제환경협력,주요사업비(기금사업비),일반지출,환경,환경개선특별회계,2009,환경부,환경보전기반육성,녹색성장에관한서울이니셔티브추진,환경일반,348712.0,348712.0
,국제환경협력,주요사업비(기금사업비),일반지출,환경,환경개선특별회계,2009,환경부,환경보전기반육성,동북아한중일환경협력,환경일반,35188.0,35188.0
,국제환경협력,주요사업비(기금사업비),일반지출,환경,환경개선특별회계,2009,환경부,환경보전기반육성,아시아환경경영협력,환경일반,20963.0,20963.0
,국제환경협력,주요사업비(기금사업비),일반지출,환경,환경개선특별회계,2009,환경부,환경보전기반육성,지구환경금융부담금,환경일반,1945455.0,1945455.0
,국제환경협력,주요사업비(기금사업비),일반지출,환경,환경개선특별회계,2009,환경부,환경보전기반육성,환경무역대응대책추진,환경일반,40070.0,40070.0
,유해화학물질 관리,주요사업비(기금사업비),일반지출,환경,환경개선특별회계,2009,환경부,환경보전기반육성,생활공해관리,환경일반,1837.0,1837.0
,유해화학물질 관리,주요사업비(기금사업비),일반지출,환경,환경개선특별회계,2009,환경부,환경보전기반육성,신화학물질관리제도(REACH) 대응체계 구축,환경일반,12516.0,12516.0
,유해화학물질 관리,주요사업비(기금사업비),일반지출,환경,환경개선특별회계,2009,환경부,환경보전기반육성,잔류성유기오염물질종합관리,환경일반,168037.0,168037.0
,유해화학물질 관리,주요사업비(기금사업비),일반지출,환경,환경개선특별회계,2009,환경부,환경보전기반육성,화학물질관리체계 선진화,환경일반,35444.0,35444.0
,지속가능발전위원회,주요사업비(기금사업비),일반지출,환경,환경개선특별회계,2009,환경부,환경보전기반육성,지속가능발전위원회지원,환경일반,34897.0,34897.0
,환경보건정책 추진,주요사업비(기금사업비),일반지출,환경,환경개선특별회계,2009,환경부,환경보전기반육성,국민건강 위해성 종합관리,환경일반,4101.0,4101.0
,환경보건정책 추진,주요사업비(기금사업비),일반지출,환경,환경개선특별회계,2009,환경부,환경보전기반육성,환경보건기반구축,환경일반,1300.0,1300.0
,환경보건정책 추진,주요사업비(기금사업비),일반지출,환경,환경개선특별회계,2009,환경부,환경보전기반육성,환경성질환예방관리체계구축,환경일반,7240.0,7240.0
,환경산업 및 친환경상품보급기반구축,주요사업비(기금사업비),일반지출,환경,환경개선특별회계,2009,환경부,환경보전기반육성,환경산업수출기반육성지원,환경일반,3003.0,3003.0
,환경산업 및 친환경상품보급기반구축,주요사업비(기금사업비),일반지출,환경,환경개선특별회계,2009,환경부,환경보전기반육성,환경표지제도개발운영,환경일반,3176.0,3176.0
,환경시험연구(R&D),주요사업비(기금사업비),일반지출,환경,환경개선특별회계,2009,환경부,환경보전기반육성,생활환경조사연구,환경일반,51383.0,51383.0
,환경시험연구(R&D),주요사업비(기금사업비),일반지출,환경,환경개선특별회계,2009,환경부,환경보전기반육성,자연생태계관리연구,환경일반,8993.0,8993.0
,환경시험연구(R&D),주요사업비(기금사업비),일반지출,환경,환경개선특별회계,2009,환경부,환경보전기반육성,지구환경조사연구,환경일반,235295.0,235295.0
,환경시험연구(R&D),주요사업비(기금사업비),일반지출,환경,환경개선특별회계,2009,환경부,환경보전기반육성,지하수환경영향조사연구,환경일반,1850.0,1850.0
,환경시험연구(R&D),주요사업비(기금사업비),일반지출,환경,환경개선특별회계,2009,환경부,환경보전기반육성,환경보건조사연구,환경일반,21940.0,21940.0
,기본경비(과학원 R&D),기본경비(경상운영비),일반지출,환경,환경개선특별회계,2009,환경부,환경행정 지원,과학원기본경비,환경일반,5442.0,5442.0
,기본경비(본부),기본경비(경상운영비),일반지출,환경,환경개선특별회계,2009,환경부,환경행정 지원,기관운영기본경비,환경일반,8577.0,8577.0
,기본경비(본부),기본경비(경상운영비),일반지출,환경,환경개선특별회계,2009,환경부,환경행정 지원,기후대기정책관실기본경비,환경일반,4302.0,4302.0
,기본경비(본부),기본경비(경상운영비),일반지출,환경,환경개선특별회계,2009,환경부,환경행정 지원,상하수도정책관실기본경비,환경일반,6281.0,6281.0
,기본경비(본부),기본경비(경상운영비),일반지출,환경,환경개선특별회계,2009,환경부,환경행정 지원,자연보전국기본경비,환경일반,2767.0,2767.0
,기본경비(본부),기본경비(경상운영비),일반지출,환경,환경개선특별회계,2009,환경부,환경행정 지원,자원순환국기본경비,환경일반,8569.0,8569.0
,기본경비(본부),기본경비(경상운영비),일반지출,환경,환경개선특별회계,2009,환경부,환경행정 지원,환경전략실기본경비,환경일반,9073.0,9073.0
,기본경비(소속기관),기본경비(경상운영비),일반지출,환경,환경개선특별회계,2009,환경부,환경행정 지원,분쟁조정위기본경비,환경일반,3023.0,3023.0
,인건비(본부),인건비(기금인건비),일반지출,환경,환경개선특별회계,2009,환경부,환경행정 지원,인건비,환경일반,49467.0,49467.0
,전산운영경비,주요사업비(기금사업비),일반지출,환경,환경개선특별회계,2009,환경부,환경행정 지원,전산운영경비,환경일반,3200.0,3200.0
,환경오염 감시제도 운영,주요사업비(기금사업비),일반지출,환경,환경개선특별회계,2009,환경부,환경행정 지원,환경오염 감시제도 운영,환경일반,6473.0,6473.0
,감사활동경비,주요사업비(기금사업비),일반지출,일반공공행정,일반회계,2008,감사원,감사활동 및 행정지원,감사활동경비,일반행정,343192.0,343192.0
,국제교류협력강화,주요사업비(기금사업비),일반지출,일반공공행정,일반회계,2008,감사원,감사활동 및 행정지원,국제감사기구 부담금,일반행정,32994.0,32994.0
,본부 기본경비,기본경비(경상운영비),일반지출,일반공공행정,일반회계,2008,감사원,감사활동 및 행정지원,본부 기본경비,일반행정,135385.0,135385.0
,소속기관 기본경비,기본경비(경상운영비),일반지출,일반공공행정,일반회계,2008,감사원,감사활동 및 행정지원,감사교육원 기본경비,일반행정,17621.0,17621.0
,평가연구활동경비,주요사업비(기금사업비),일반지출,일반공공행정,일반회계,2008,감사원,감사활동 및 행정지원,평가연구활동경비,일반행정,95532.0,95532.0
도로계정,일반국도조사설계,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2008,건설교통부,국도건설,일반국도건설지원,도로,66876.0,66876.0
도로계정,국도유지관리,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2008,건설교통부,도로관리,국도유지운영,도로,82516.0,82516.0
도로계정,국도유지보수(총액계상),주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2008,건설교통부,도로관리,국도유지보수,도로,1177000.0,1135100.0
도로계정,첨단도로교통체개,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2008,건설교통부,도로관리,첨단도로교통체계,도로,24168.0,24168.0
도로계정,민자유치사업지원,주요사업비(기금사업비),일반지출,수송및교통,교통시설특별회계,2008,건설교통부,민자도로건설및관리,민자유치건설보조금,도로,9080.0,9080.0
도로계정,회계기금간예수원금상환(교특회계 도로계정),주요사업비(기금사업비),내부거래지출(예산=>기금간거래),수송및교통,교통시설특별회계,2008,건설교통부,회계기금간거래(예수원금상환),교특회계(도로계정)에서 전대차관원금상환,도로,8210341.0,8210341.0
도로계정,회계기금간예수이자상환(교특회계 도로계정),주요사업비(기금사업비),내부거래지출(예산=>기금간거래),수송및교통,교통시설특별회계,2008,건설교통부,회계기금간거래(예수이자상환),교특회계(도로계정)에서 공자기금으로 전대차관이자상환,도로,2535612.0,2535612.0
,건설교통국제협력,주요사업비(기금사업비),일반지출,수송및교통,일반회계,2008,건설교통부,건설교통행정지원,UN ESCAP 분담금,물류등기타,11700.0,11700.0
,본부기본경비,기본경비(경상운영비),일반지출,수송및교통,일반회계,2008,건설교통부,건설교통행정지원,본부기본경비(비총액),물류등기타,435908.0,435908.0
,본부운영지원,주요사업비(기금사업비),일반지출,수송및교통,일반회계,2008,건설교통부,건설교통행정지원,"본부운영지원(민자,건설,비축)",물류등기타,8000.0,8000.0
,본부인건비,인건비(기금인건비),일반지출,수송및교통,일반회계,2008,건설교통부,건설교통행정지원,본부인건비,물류등기타,159421.0,159421.0
,본부전산운영경비,주요사업비(기금사업비),일반지출,수송및교통,일반회계,2008,건설교통부,건설교통행정지원,본부전산운영경비,물류등기타,6000.0,6000.0
,소속기관기본경비,기본경비(경상운영비),일반지출,수송및교통,일반회계,2008,건설교통부,건설교통행정지원,부산지방항공청기본경비(비총액),물류등기타,7000.0,7000.0
,항공안전관리,주요사업비(기금사업비),일반지출,수송및교통,일반회계,2008,건설교통부,건설교통행정지원,부산지방항공청항공안전관리,물류등기타,4100.0,4100.0
,항공안전관리,주요사업비(기금사업비),일반지출,수송및교통,일반회계,2008,건설교통부,건설교통행정지원,서울지방항공청항공안전관리,물류등기타,5000.0,5000.0
,기업도시,주요사업비(기금사업비),일반지출,지역개발,일반회계,2008,건설교통부,지역균형발전,기업도시지원,지역및도시,16304.0,20000.0
손익계정,진료업무지원,주요사업비(기금사업비),일반지출,공공질서및안전,경찰병원,2008,경찰청,경찰병원운영,의무관리운영,경찰,14252.0,14252.0
손익계정,진료업무지원,주요사업비(기금사업비),일반지출,공공질서및안전,경찰병원,2008,경찰청,경찰병원운영,진료업무,경찰,2576920.0,2576920.0
손익계정,운전면허단기본경비,기본경비(경상운영비),일반지출,공공질서및안전,운전면허시험관리단,2008,경찰청,운전면허관리,운전면허단기본경비(총액인건비),경찰,16282.0,16282.0
,테러및경비상황관리,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2008,경찰청,경비,경비경찰활동,경찰,4418199.0,4418199.0
,테러및경비상황관리,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2008,경찰청,경비,지방청경비활동,경찰,13212.0,13212.0
,테러및경비상황관리,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2008,경찰청,경비,특공대운영,경찰,1686.0,1686.0
,항공기운영및관리,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2008,경찰청,경비,항공기운영,경찰,3621876.0,3621876.0
,경찰대학운영,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2008,경찰청,경찰교육,경찰대학운영,경찰,55318.0,55318.0
,경찰보수교육,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2008,경찰청,경찰교육,경찰보수교육,경찰,5328.0,5328.0
,수사경찰전문교육,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2008,경찰청,경찰교육,수사경찰전문교육,경찰,840.0,840.0
,통신장비관리및지원,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2008,경찰청,경찰정보통신,통신경찰활동,경찰,4533.0,4533.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2008,경찰청,경찰행정지원,경무기획국기본경비,경찰,24228.0,24228.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2008,경찰청,경찰행정지원,경비국기본경비,경찰,31086.0,31086.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2008,경찰청,경찰행정지원,대전청기본경비,경찰,4254.0,4254.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2008,경찰청,경찰행정지원,수사국기본경비,경찰,3278.0,3278.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2008,경찰청,경찰행정지원,외사관리관실기본경비,경찰,75912.0,75912.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2008,경찰청,경찰행정지원,전경기본경비,경찰,12804.0,12804.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2008,경찰청,경찰행정지원,전북청기본경비,경찰,2237.0,2237.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2008,경찰청,경찰행정지원,정보통신관리관실기본경비,경찰,7612.0,7612.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2008,경찰청,경찰행정지원,총무과기본경비,경찰,3294.0,3294.0
,본부기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2008,경찰청,경찰행정지원,홍보관실기본경비,경찰,3405.0,3405.0
,본부인건비,인건비(기금인건비),일반지출,공공질서및안전,일반회계,2008,경찰청,경찰행정지원,경찰청인건비,경찰,559117.0,559117.0
,본부인건비,인건비(기금인건비),일반지출,공공질서및안전,일반회계,2008,경찰청,경찰행정지원,지방경찰청인건비,경찰,43406.0,43406.0
,소속기관기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2008,경찰청,경찰행정지원,종합학교기본경비,경찰,1066.0,1066.0
,소속기관기본경비,기본경비(경상운영비),일반지출,공공질서및안전,일반회계,2008,경찰청,경찰행정지원,중앙학교기본경비,경찰,6030.0,6030.0
,일반행정업무지원,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2008,경찰청,경찰행정지원,행정업무지원,경찰,88306.0,88306.0
,차량구입및관리,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2008,경찰청,경찰행정지원,차량관리,경찰,1995000.0,1995000.0
,피복및장비관리,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2008,경찰청,경찰행정지원,장비관리유지,경찰,672018.0,672018.0
,교통경찰전산화(정보화),주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2008,경찰청,교통안전,교통경찰전산화,경찰,3764.0,3764.0
,교통사고예방,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2008,경찰청,교통안전,교통안전활동,경찰,151734.0,151734.0
,범죄예방활동,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2008,경찰청,국민생활안전,생활안전활동,경찰,85850.0,85850.0
,과학수사지원,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2008,경찰청,범죄수사,범죄감식및관리,경찰,5339.0,5339.0
,범죄수사지원,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2008,경찰청,범죄수사,범죄수사활동,경찰,69958.0,69958.0
,사이버범죄수사(정보화),주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2008,경찰청,범죄수사,사이버범죄수사,경찰,25306.0,25306.0
,보안경찰업무,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2008,경찰청,보안수사,보안수사활동,경찰,17719.0,17719.0
,외국인범죄수사,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2008,경찰청,외사수사,외사경찰관리,경찰,195535.0,195535.0
,외국인범죄수사,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2008,경찰청,외사수사,외사수사활동,경찰,1231416.0,1231416.0
,치안정보수집관리,주요사업비(기금사업비),일반지출,공공질서및안전,일반회계,2008,경찰청,치안정보,치안정보활동,경찰,41225.0,41225.0
,경쟁촉진 및 거래의 공정화,주요사업비(기금사업비),일반지출,일반공공행정,일반회계,2008,공정거래위원회,경쟁촉진정책,규제산업의 경쟁원리 확산추진,일반행정,2782.0,2782.0
,경쟁촉진 및 거래의 공정화,주요사업비(기금사업비),일반지출,일반공공행정,일반회계,2008,공정거래위원회,경쟁촉진정책,독과점시장행태개선 및 경쟁질서 확립,일반행정,9853.0,9853.0
,경쟁촉진 및 거래의 공정화,주요사업비(기금사업비),일반지출,일반공공행정,일반회계,2008,공정거래위원회,경쟁촉진정책,사건심사관련 경제분석운영,일반행정,3000.0,3000.0
,공정위 정보화,주요사업비(기금사업비),일반지출,일반공공행정,일반회계,2008,공정거래위원회,공정거래 행정지원,정보화 기반확충,일반행정,4518.0,4518.0
,국제협력,주요사업비(기금사업비),일반지출,일반공공행정,일반회계,2008,공정거래위원회,공정거래 행정지원,국제카르텔 관련회의 참석,일반행정,9182.0,9182.0
,국제협력,주요사업비(기금사업비),일반지출,일반공공행정,일반회계,2008,공정거래위원회,공정거래 행정지원,해외훈련,일반행정,143092.0,143092.0
,기본경비,기본경비(경상운영비),일반지출,일반공공행정,일반회계,2008,공정거래위원회,공정거래 행정지원,경쟁정책본부 비총액인건비성 기본경비,일반행정,69864.0,69864.0
,기본경비,기본경비(경상운영비),일반지출,일반공공행정,일반회계,2008,공정거래위원회,공정거래 행정지원,광주사무소 비총액인건비성 기본경비,일반행정,3198.0,3198.0
,기본경비,기본경비(경상운영비),일반지출,일반공공행정,일반회계,2008,공정거래위원회,공정거래 행정지원,기업협력단 비총액인건비성 기본경비,일반행정,2270.0,2270.0
,기본경비,기본경비(경상운영비),일반지출,일반공공행정,일반회계,2008,공정거래위원회,공정거래 행정지원,기획홍보본부 비총액인건비성 기본경비,일반행정,20988.0,20988.0
,기본경비,기본경비(경상운영비),일반지출,일반공공행정,일반회계,2008,공정거래위원회,공정거래 행정지원,소비자본부 비총액인건비성 기본경비,일반행정,6158.0,6158.0
,기본경비,기본경비(경상운영비),일반지출,일반공공행정,일반회계,2008,공정거래위원회,공정거래 행정지원,송무팀 비총액인건비성 기본경비,일반행정,3648.0,3648.0
,기본경비,기본경비(경상운영비),일반지출,일반공공행정,일반회계,2008,공정거래위원회,공정거래 행정지원,시장감시본부 비총액인건비성 기본경비,일반행정,3521.0,3521.0
,기본경비,기본경비(경상운영비),일반지출,일반공공행정,일반회계,2008,공정거래위원회,공정거래 행정지원,심판관리관실 비총액인건비성 기본경비,일반행정,6252.0,6252.0
,인건비,인건비(기금인건비),일반지출,일반공공행정,일반회계,2008,공정거래위원회,공정거래 행정지원,총액인건비성 인건비,일반행정,117840.0,117840.0
,소비자제도 운영,주요사업비(기금사업비),일반지출,일반공공행정,일반회계,2008,공정거래위원회,소비자정책,소비자시책 추진,일반행정,5144.0,5144.0
,소비자제도 운영,주요사업비(기금사업비),일반지출,일반공공행정,일반회계,2008,공정거래위원회,소비자정책,"전자상거래(B2C), 특수판매시장 질서확립",일반행정,3405.0,3405.0
,회계기금간 예수원금상환(일반회계),주요사업비(기금사업비),내부거래지출(예산=>기금간거래),일반공공행정,일반회계,2008,공정거래위원회,회계기금간거래(예수원금상환),일반회계에서 공공자금관리기금으로 원금상환,일반행정,31746.0,31746.0
,회계기금간 예수이자상환(일반회계),주요사업비(기금사업비),내부거래지출(예산=>기금간거래),일반공공행정,일반회계,2008,공정거래위원회,회계기금간거래(예수이자상환),일반회계에서 공공자금관리기금으로 이자상환,일반행정,12347.0,12347.0
손익계정,과학교육(책특회계),주요사업비(기금사업비),일반지출,과학기술,국립중앙과학관,2008,과학기술부,국립중앙과학관운영,과학경진대회(손익계정),과학기술일반,22131.0,22131.0
손익계정,과학교육(책특회계),주요사업비(기금사업비),일반지출,과학기술,국립중앙과학관,2008,과학기술부,국립중앙과학관운영,과학원리체험(손익계정),과학기술일반,9266.0,9266.0
손익계정,국립중앙과학관기본경비(책특회계),기본경비(경상운영비),일반지출,과학기술,국립중앙과학관,2008,과학기술부,국립중앙과학관운영,"기본경비(손익계정,총액인건비대상)",과학기술일반,8256.0,8256.0
손익계정,전시연구(책특회계),주요사업비(기금사업비),일반지출,과학기술,국립중앙과학관,2008,과학기술부,국립중앙과학관운영,전시품교체(손익계정),과학기술일반,1282.0,1282.0
자본계정,회계기금간예수원금상환(책특회계),주요사업비(기금사업비),내부거래지출(예산=>기금간거래),과학기술,국립중앙과학관,2008,과학기술부,회계기금간거래(예수원금상환),전대차관원금상환(자본계정),과학기술일반,371279.0,371279.0
자본계정,회계기금간예수이자상환(책특회계),주요사업비(기금사업비),내부거래지출(예산=>기금간거래),과학기술,국립중앙과학관,2008,과학기술부,회계기금간거래(예수이자상환),전대차관이자상환(자본계정),과학기술일반,91262.0,91262.0
,해외기술정보활용지원,주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,과학기술국제협력,해외기술정보활용지원,과학기술연구지원,739380.0,739380.0
,광주과학기술원(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,광주과학기술원 연구 운영비 지원,과학기술연구지원,864894.0,864894.0
,재료연구소(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,재료연구소 연구 운영비 지원,과학기술연구지원,311702.0,311702.0
,한국과학기술원(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,한국과학기술원 연구 운영비 지원,과학기술연구지원,2792553.0,2792553.0
,한국기계연구원(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,한국기계연구원 연구 운영비 지원,과학기술연구지원,443617.0,443617.0
,한국생산기술연구원(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,한국생산기술연구원 연구 운영비 지원,과학기술연구지원,1326596.0,1326596.0
,한국전자통신연구원(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,한국전자통신연구원 연구 운영비 지원,과학기술연구지원,739362.0,739362.0
,한국표준과학연구원(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,한국표준과학연구원 연구 운영비 지원,과학기술연구지원,1680851.0,1680851.0
,한국해양연구원(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,한국해양연구원 연구 운영비 지원,과학기술연구지원,3868085.0,3868085.0
,한국화학연구원(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,한국화학연구원 연구 운영비 지원,과학기술연구지원,605319.0,605319.0
,과학기술자문회의기본경비,기본경비(경상운영비),일반지출,과학기술,일반회계,2008,과학기술부,과학기술행정지원,자문회의기본경비(총액인건비 미대상),과학기술일반,20216.0,20216.0
,본부 기본경비,기본경비(경상운영비),일반지출,과학기술,일반회계,2008,과학기술부,과학기술행정지원,과학기술기반국기본경비(총액인건비 미대상),과학기술일반,6138.0,6138.0
,본부 기본경비,기본경비(경상운영비),일반지출,과학기술,일반회계,2008,과학기술부,과학기술행정지원,과학기술정책국기본경비(총액인건비 미대상),과학기술일반,10620.0,10620.0
,본부 기본경비,기본경비(경상운영비),일반지출,과학기술,일반회계,2008,과학기술부,과학기술행정지원,과학기술협력국기본경비(총액인건비 미대상),과학기술일반,179794.0,179794.0
,본부 기본경비,기본경비(경상운영비),일반지출,과학기술,일반회계,2008,과학기술부,과학기술행정지원,국가과학기술위원회기본경비(총액인건비 미대상),과학기술일반,3550.0,3550.0
,본부 기본경비,기본경비(경상운영비),일반지출,과학기술,일반회계,2008,과학기술부,과학기술행정지원,기술혁신평가국기본경비(총액인건비 미대상),과학기술일반,12676.0,12676.0
,본부 기본경비,기본경비(경상운영비),일반지출,과학기술,일반회계,2008,과학기술부,과학기술행정지원,기초연구국기본경비(총액인건비 미대상),과학기술일반,20021.0,20021.0
,본부 기본경비,기본경비(경상운영비),일반지출,과학기술,일반회계,2008,과학기술부,과학기술행정지원,본부전산운영경비(총액인건비 미대상),과학기술일반,1647.0,1647.0
,본부 기본경비,기본경비(경상운영비),일반지출,과학기술,일반회계,2008,과학기술부,과학기술행정지원,연구개발조정관실기본경비(총액인건비 미대상),과학기술일반,9934.0,9934.0
,본부 기본경비,기본경비(경상운영비),일반지출,과학기술,일반회계,2008,과학기술부,과학기술행정지원,연구개발특구기획단기본경비(총액인건비 미대상),과학기술일반,6664.0,6664.0
,본부 기본경비,기본경비(경상운영비),일반지출,과학기술,일반회계,2008,과학기술부,과학기술행정지원,원자력국기본경비(총액인건비 미대상),과학기술일반,106869.0,106869.0
,본부 기본경비,기본경비(경상운영비),일반지출,과학기술,일반회계,2008,과학기술부,과학기술행정지원,총무과기본경비(총액인건비 미대상),과학기술일반,48670.0,48670.0
,본부 인건비,인건비(기금인건비),일반지출,과학기술,일반회계,2008,과학기술부,과학기술행정지원,인건비(총액인건비 대상),과학기술일반,195279.0,195279.0
,과학기술자문연구조사비(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,국가과학기술자문,과학기술자문연구조사비,과학기술일반,20000.0,20000.0
,원자력평화적이용체제구축,주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,원자력진흥 및 안전,원자력평화적이용체제구축,기술개발,420213.0,420213.0
,관세탈루심사지원,주요사업비(기금사업비),일반지출,일반공공행정,일반회계,2008,관세청,관세심사,관세탈루심사,재정·금융,4568.0,4568.0
,관세정책지원,주요사업비(기금사업비),일반지출,일반공공행정,일반회계,2008,관세청,관세행정지원,관세행정관리,재정·금융,474000.0,474000.0
,본청기본경비,기본경비(경상운영비),일반지출,일반공공행정,일반회계,2008,관세청,관세행정지원,심사정책국기본경비,재정·금융,9933.0,9933.0
,본청기본경비,기본경비(경상운영비),일반지출,일반공공행정,일반회계,2008,관세청,관세행정지원,정보협력국기본경비,재정·금융,100899.0,100899.0
,본청기본경비,기본경비(경상운영비),일반지출,일반공공행정,일반회계,2008,관세청,관세행정지원,통관지원국기본경비,재정·금융,11816.0,11816.0
