계정명,세출예산액,세출예산현액,이용및이체증액,이용및이체감액,전용증액,전용감액,불용액,지출금액,회계명,회계연도,다음년도이월액,소관명,전년도이월액,예비비지출결정증액,예비비지출결정감액,초과지출승인액
,704618203000.0,707376964540.0,258000000.0,-258000000.0,2847577000.0,-2847577000.0,20955618560.0,681571819200.0,일반회계,2014,4849526780.0,농촌진흥청,2758761540.0,0.0,0.0,0.0
,385678000000.0,538101492440.0,0.0,0.0,0.0,0.0,3428000000.0,400696066170.0,혁신도시건설특별회계,2014,133977426270.0,농촌진흥청,152423492440.0,0.0,0.0,0.0
,287906000000.0,302797331020.0,0.0,0.0,0.0,0.0,50742800090.0,241814990630.0,등기특별회계,2014,10239540300.0,대법원,14891331020.0,0.0,0.0,0.0
,1271420597000.0,1274358108060.0,0.0,0.0,3626642000.0,-3626642000.0,9896360580.0,1262049342510.0,일반회계,2014,2412404970.0,대법원,843511060.0,2594000000.0,-500000000.0,0.0
,79370355000.0,84296355000.0,0.0,0.0,0.0,0.0,6485264110.0,77811090890.0,일반회계,2014,0.0,대통령경호실,276000000.0,4650000000.0,0.0,0.0
,84133910000.0,85172910000.0,0.0,0.0,9000000.0,-9000000.0,7063424120.0,78109485880.0,일반회계,2014,0.0,대통령비서실 및 국가안보실,0.0,1039000000.0,0.0,0.0
지역개발계정,9828000000.0,9828000000.0,0.0,0.0,0.0,0.0,0.0,9828000000.0,광역지역발전특별회계,2014,0.0,문화재청,0.0,0.0,0.0,0.0
,544281474000.0,547605725400.0,892927000.0,-892927000.0,1340833000.0,-1340833000.0,10697927480.0,529659816380.0,일반회계,2014,7247981540.0,문화재청,3324251400.0,0.0,0.0,0.0
광역발전계정,129033000000.0,149327715000.0,0.0,-846000000.0,0.0,0.0,5084000000.0,117186715000.0,광역지역발전특별회계,2014,27057000000.0,문화체육관광부,21140715000.0,0.0,0.0,0.0
제주특별자치도계정,20150000000.0,24250000000.0,0.0,0.0,0.0,0.0,10000000000.0,14250000000.0,광역지역발전특별회계,2014,0.0,문화체육관광부,4100000000.0,0.0,0.0,0.0
지역개발계정,517755000000.0,657796062000.0,0.0,0.0,0.0,0.0,12271904000.0,500968158000.0,광역지역발전특별회계,2014,144556000000.0,문화체육관광부,140041062000.0,0.0,0.0,0.0
,181078000000.0,182993842230.0,0.0,0.0,5660928000.0,-5660928000.0,2010305810.0,150799613440.0,아시아문화중심도시조성특별회계,2014,30183922980.0,문화체육관광부,1915842230.0,0.0,0.0,0.0
,1658882796000.0,1667899433250.0,1477643000.0,-1477643000.0,10959024000.0,-10959024000.0,69495576120.0,1582486999360.0,일반회계,2014,15916857770.0,문화체육관광부,8604637250.0,0.0,0.0,412000000.0
광역발전계정,185000000000.0,214326000000.0,0.0,0.0,0.0,0.0,2000000000.0,211826000000.0,광역지역발전특별회계,2014,500000000.0,미래창조과학부,29326000000.0,0.0,0.0,0.0
제주특별자치도계정,1030000000.0,1030000000.0,0.0,0.0,0.0,0.0,0.0,1030000000.0,광역지역발전특별회계,2014,0.0,미래창조과학부,0.0,0.0,0.0,0.0
손익계정,27266243000.0,27424228000.0,0.0,0.0,132820000.0,-132820000.0,1927905840.0,25462522160.0,국립과천과학관,2014,33800000.0,미래창조과학부,157985000.0,0.0,0.0,0.0
자본계정,5289000000.0,7024040990.0,0.0,0.0,0.0,0.0,101817840.0,6902273150.0,국립과천과학관,2014,19950000.0,미래창조과학부,1735040990.0,0.0,0.0,0.0
손익계정,19688337000.0,19688337000.0,0.0,0.0,38150000.0,-38150000.0,969658870.0,18718678130.0,국립중앙과학관,2014,0.0,미래창조과학부,0.0,0.0,0.0,0.0
자본계정,8511000000.0,8511000000.0,0.0,0.0,0.0,0.0,257721950.0,8253278050.0,국립중앙과학관,2014,0.0,미래창조과학부,0.0,0.0,0.0,0.0
투자계정,359301000000.0,359301000000.0,0.0,0.0,0.0,0.0,0.0,359301000000.0,에너지및자원사업특별회계,2014,0.0,미래창조과학부,0.0,0.0,0.0,0.0
,774648000000.0,775093600000.0,62604000000.0,-62604000000.0,0.0,0.0,131846351970.0,642932048030.0,우체국보험특별회계,2014,315200000.0,미래창조과학부,445600000.0,0.0,0.0,0.0
손익계정,3040955000000.0,3041606800000.0,0.0,0.0,0.0,0.0,754956390520.0,2286564959480.0,우체국예금특별회계,2014,85450000.0,미래창조과학부,651800000.0,0.0,0.0,0.0
자본계정,14597000000.0,14597000000.0,0.0,0.0,0.0,0.0,3664056850.0,10932943150.0,우체국예금특별회계,2014,0.0,미래창조과학부,0.0,0.0,0.0,0.0
손익계정,3614307621000.0,3614620621000.0,91230000000.0,-91230000000.0,34619386000.0,-34619386000.0,90372048870.0,3523926822190.0,우편사업특별회계,2014,321749940.0,미래창조과학부,313000000.0,0.0,0.0,0.0
자본계정,189410000000.0,193762143160.0,0.0,0.0,5370000000.0,-5370000000.0,4303395750.0,178188626160.0,우편사업특별회계,2014,11270121250.0,미래창조과학부,4352143160.0,0.0,0.0,0.0
,5406156164000.0,5416224213480.0,0.0,0.0,22685564000.0,-22685564000.0,65338367610.0,5335350906110.0,일반회계,2014,15534939760.0,미래창조과학부,8568049480.0,1500000000.0,0.0,0.0
,3365000000.0,12094353600.0,0.0,0.0,0.0,0.0,509852640.0,11584500960.0,혁신도시건설특별회계,2014,0.0,미래창조과학부,8729353600.0,0.0,0.0,0.0
,23882911000.0,23882911000.0,0.0,0.0,611930000.0,-611930000.0,327456190.0,23555454810.0,일반회계,2014,0.0,민주평화통일자문회의,0.0,0.0,0.0,0.0
,50698764000.0,50698764000.0,0.0,0.0,40500000.0,-40500000.0,1717294630.0,48981469370.0,일반회계,2014,0.0,방송통신위원회,0.0,0.0,0.0,0.0
,10509652959000.0,10804766051040.0,95312871600.0,-95312871600.0,139613660220.0,-139613660220.0,165758853400.0,10112778309610.0,일반회계,2014,526228888030.0,방위사업청,279993269040.0,15119823000.0,0.0,0.0
,56741000000.0,56741000000.0,0.0,0.0,341545000.0,-341545000.0,4924440380.0,51816559620.0,교도작업특별회계,2014,0.0,법무부,0.0,0.0,0.0,0.0
,2680152036000.0,2942672705680.0,7301000000.0,-7301000000.0,11301134000.0,-11301134000.0,27888898400.0,2905623507150.0,일반회계,2014,9160300130.0,법무부,1567260680.0,260953409000.0,0.0,0.0
,83989000000.0,125327550740.0,0.0,0.0,0.0,0.0,593158860.0,124734391880.0,혁신도시건설특별회계,2014,0.0,법무부,41338550740.0,0.0,0.0,0.0
,29069819000.0,29069819000.0,0.0,0.0,98500000.0,-98500000.0,1000112780.0,28069706220.0,일반회계,2014,0.0,법제처,0.0,0.0,0.0,0.0
,187493240000.0,187493240000.0,0.0,0.0,1070290000.0,-1070290000.0,3387155940.0,184106084060.0,일반회계,2014,0.0,병무청,0.0,0.0,0.0,0.0
손익계정,11556641000.0,11716641000.0,0.0,0.0,59445000.0,-59445000.0,279121010.0,11437519990.0,국립공주병원,2014,0.0,보건복지부,0.0,0.0,0.0,160000000.0
자본계정,2121000000.0,2121000000.0,0.0,0.0,0.0,0.0,10633350.0,2110366650.0,국립공주병원,2014,0.0,보건복지부,0.0,0.0,0.0,0.0
손익계정,16743780000.0,16788780000.0,0.0,0.0,68977000.0,-68977000.0,441527290.0,16347252710.0,국립나주병원,2014,0.0,보건복지부,45000000.0,0.0,0.0,0.0
자본계정,1853000000.0,1853000000.0,0.0,0.0,0.0,0.0,27925750.0,1825074250.0,국립나주병원,2014,0.0,보건복지부,0.0,0.0,0.0,0.0
손익계정,9918256000.0,9942256000.0,0.0,0.0,103000000.0,-103000000.0,352448390.0,9589807610.0,국립마산병원,2014,0.0,보건복지부,0.0,0.0,0.0,24000000.0
자본계정,1238000000.0,1973433970.0,0.0,0.0,17000000.0,-17000000.0,261751950.0,1254013020.0,국립마산병원,2014,457669000.0,보건복지부,223433970.0,0.0,0.0,512000000.0
손익계정,7294936000.0,7294936000.0,0.0,0.0,5787000.0,-5787000.0,582693290.0,6712242710.0,국립목포병원,2014,0.0,보건복지부,0.0,0.0,0.0,0.0
자본계정,1606000000.0,1606000000.0,0.0,0.0,0.0,0.0,100009650.0,1437990350.0,국립목포병원,2014,68000000.0,보건복지부,0.0,0.0,0.0,0.0
손익계정,14674691000.0,14878466250.0,0.0,0.0,19500000.0,-19500000.0,1240113560.0,13638352690.0,국립부곡병원,2014,0.0,보건복지부,203775250.0,0.0,0.0,0.0
자본계정,823000000.0,823000000.0,0.0,0.0,0.0,0.0,93332920.0,710229080.0,국립부곡병원,2014,19438000.0,보건복지부,0.0,0.0,0.0,0.0
손익계정,31101767000.0,33165767000.0,0.0,0.0,81650000.0,-81650000.0,1654719860.0,29915360570.0,국립서울병원,2014,1595686570.0,보건복지부,0.0,0.0,0.0,2064000000.0
자본계정,29542000000.0,35667351490.0,0.0,0.0,0.0,0.0,769400.0,20876268720.0,국립서울병원,2014,14790313370.0,보건복지부,6125351490.0,0.0,0.0,0.0
손익계정,35228103000.0,36880091600.0,0.0,0.0,222980000.0,-222980000.0,685537350.0,35737553450.0,국립재활원,2014,457000800.0,보건복지부,1073288600.0,0.0,0.0,578700000.0
자본계정,2016000000.0,6603879980.0,0.0,0.0,0.0,0.0,106332910.0,6497547070.0,국립재활원,2014,0.0,보건복지부,4587879980.0,0.0,0.0,0.0
손익계정,11099245000.0,11099245000.0,0.0,0.0,61018000.0,-61018000.0,338874190.0,10760370810.0,국립춘천병원,2014,0.0,보건복지부,0.0,0.0,0.0,0.0
자본계정,960000000.0,960000000.0,0.0,0.0,0.0,0.0,42902980.0,917097020.0,국립춘천병원,2014,0.0,보건복지부,0.0,0.0,0.0,0.0
농어촌특별세사업계정,59324000000.0,59324000000.0,0.0,0.0,0.0,0.0,0.0,59324000000.0,농어촌구조개선특별회계,2014,0.0,보건복지부,0.0,0.0,0.0,0.0
,29554051563000.0,29594259213430.0,4763000000.0,-4763000000.0,26873768000.0,-26873768000.0,259035650330.0,29300097392850.0,일반회계,2014,35126170250.0,보건복지부,29343651430.0,10863999000.0,0.0,0.0
광역발전계정,148636000000.0,150216583310.0,0.0,0.0,52278000.0,-52278000.0,978328520.0,149034903010.0,광역지역발전특별회계,2014,203351780.0,산림청,1580583310.0,0.0,0.0,0.0
제주특별자치도계정,7991000000.0,7991000000.0,0.0,0.0,0.0,0.0,0.0,7991000000.0,광역지역발전특별회계,2014,0.0,산림청,0.0,0.0,0.0,0.0
지역개발계정,163966000000.0,163966000000.0,0.0,0.0,0.0,0.0,500000000.0,160352500000.0,광역지역발전특별회계,2014,3113500000.0,산림청,0.0,0.0,0.0,0.0
손익계정,24610000000.0,24610000000.0,0.0,0.0,25400000.0,-25400000.0,571713570.0,23969886430.0,국립자연휴양림관리소,2014,68400000.0,산림청,0.0,0.0,0.0,0.0
자본계정,20276000000.0,23453383610.0,0.0,0.0,0.0,0.0,1021271980.0,20729652680.0,국립자연휴양림관리소,2014,1702458950.0,산림청,3177383610.0,0.0,0.0,0.0
임업진흥사업계정,652946000000.0,672329679000.0,0.0,0.0,0.0,0.0,29535772580.0,637793906420.0,농어촌구조개선특별회계,2014,5000000000.0,산림청,12331679000.0,7052000000.0,0.0,0.0
,1376200929000.0,1414625350090.0,3780242000.0,-3780242000.0,4585034000.0,-4585034000.0,15037518920.0,1371074986320.0,일반회계,2014,28512844850.0,산림청,31072421090.0,7352000000.0,0.0,0.0
광역발전계정,1271071000000.0,1406245763000.0,0.0,0.0,150000000.0,-150000000.0,63266958350.0,1255736408650.0,광역지역발전특별회계,2014,87242396000.0,산업통상자원부,135174763000.0,0.0,0.0,0.0
제주특별자치도계정,1129000000.0,1129000000.0,0.0,0.0,0.0,0.0,750000000.0,379000000.0,광역지역발전특별회계,2014,0.0,산업통상자원부,0.0,0.0,0.0,0.0
지역개발계정,53486000000.0,53486000000.0,0.0,0.0,0.0,0.0,500000000.0,45236000000.0,광역지역발전특별회계,2014,7750000000.0,산업통상자원부,0.0,0.0,0.0,0.0
융자계정,1328243000000.0,1328243000000.0,0.0,0.0,0.0,0.0,34148000000.0,1294095000000.0,에너지및자원사업특별회계,2014,0.0,산업통상자원부,0.0,0.0,0.0,0.0
투자계정,3513253000000.0,3513833280000.0,0.0,0.0,1850000000.0,-1850000000.0,1207015071520.0,2305942282840.0,에너지및자원사업특별회계,2014,875925640.0,산업통상자원부,580280000.0,0.0,0.0,0.0
,2807263564000.0,2891963687680.0,0.0,0.0,15945186000.0,-15945186000.0,299885730840.0,2577130378610.0,일반회계,2014,14947578230.0,산업통상자원부,84700123680.0,0.0,0.0,0.0
,0.0,12963981550.0,0.0,0.0,0.0,0.0,892143290.0,12071838260.0,혁신도시건설특별회계,2014,0.0,산업통상자원부,12963981550.0,0.0,0.0,0.0
광역발전계정,0.0,846000000.0,846000000.0,0.0,0.0,0.0,0.0,846000000.0,광역지역발전특별회계,2014,0.0,새만금개발청,0.0,0.0,0.0,0.0
,18463147000.0,19252244990.0,0.0,0.0,185885000.0,-185885000.0,911980540.0,17265852450.0,일반회계,2014,1074412000.0,새만금개발청,789097990.0,0.0,0.0,0.0
제주특별자치도계정,500000000.0,500000000.0,0.0,0.0,0.0,0.0,0.0,500000000.0,광역지역발전특별회계,2014,0.0,소방방재청,0.0,0.0,0.0,0.0
농어촌특별세사업계정,209355000000.0,172761000000.0,0.0,-96155000000.0,0.0,0.0,0.0,172761000000.0,농어촌구조개선특별회계,2014,0.0,소방방재청,59561000000.0,0.0,0.0,0.0
,657242638000.0,664259896720.0,0.0,-102219215580.0,735223000.0,-735223000.0,5565000.0,664254331720.0,일반회계,2014,0.0,소방방재청,9862474300.0,99374000000.0,0.0,0.0
,5428000000.0,18883629780.0,0.0,-2537843590.0,0.0,0.0,0.0,18883629780.0,혁신도시건설특별회계,2014,0.0,소방방재청,15993473370.0,0.0,0.0,0.0
광역발전계정,4592000000.0,4592000000.0,0.0,0.0,0.0,0.0,0.0,4592000000.0,광역지역발전특별회계,2014,0.0,식품의약품안전처,0.0,0.0,0.0,0.0
제주특별자치도계정,140000000.0,140000000.0,0.0,0.0,0.0,0.0,0.0,140000000.0,광역지역발전특별회계,2014,0.0,식품의약품안전처,0.0,0.0,0.0,0.0
구조개선사업계정,14591000000.0,15118351860.0,0.0,0.0,50000000.0,-50000000.0,909522310.0,13965104920.0,농어촌구조개선특별회계,2014,243724630.0,식품의약품안전처,527351860.0,0.0,0.0,0.0
,325299875000.0,330126539920.0,2417768000.0,-2417768000.0,1438027000.0,-1438027000.0,7416789290.0,317987900290.0,일반회계,2014,4721850340.0,식품의약품안전처,3097147920.0,0.0,0.0,1729517000.0
광역발전계정,152207000000.0,117781901360.0,0.0,-43764098640.0,50000000.0,-50000000.0,0.0,117781901360.0,광역지역발전특별회계,2014,0.0,안전행정부,9339000000.0,0.0,0.0,0.0
제주특별자치도계정,7340000000.0,7340000000.0,0.0,0.0,0.0,0.0,0.0,7340000000.0,광역지역발전특별회계,2014,0.0,안전행정부,0.0,0.0,0.0,0.0
지역개발계정,186761000000.0,150703000000.0,0.0,-40003000000.0,0.0,0.0,0.0,150703000000.0,광역지역발전특별회계,2014,0.0,안전행정부,3945000000.0,0.0,0.0,0.0
,39989374479000.0,35890239452560.0,6303865000.0,-6201454475120.0,6727998000.0,-6727998000.0,44695690.0,35890194756870.0,일반회계,2014,0.0,안전행정부,774084124680.0,1320287977000.0,0.0,1643482000.0
,18079000000.0,4366262320.0,0.0,-20514207990.0,0.0,0.0,0.0,4366262320.0,혁신도시건설특별회계,2014,0.0,안전행정부,6801470310.0,0.0,0.0,0.0
제주특별자치도계정,1460000000.0,1460000000.0,0.0,0.0,0.0,0.0,0.0,1460000000.0,광역지역발전특별회계,2014,0.0,여성가족부,0.0,0.0,0.0,0.0
지역개발계정,43531000000.0,49727000000.0,0.0,0.0,0.0,0.0,0.0,40039000000.0,광역지역발전특별회계,2014,9688000000.0,여성가족부,6196000000.0,0.0,0.0,0.0
,282719975000.0,284438241090.0,0.0,0.0,72006000.0,-72006000.0,4328657060.0,279279204320.0,일반회계,2014,830379710.0,여성가족부,1486266090.0,232000000.0,0.0,0.0
,1992359601000.0,2006894785290.0,1009275000.0,-1009275000.0,15273915000.0,-15273915000.0,106352345310.0,1893533705220.0,일반회계,2014,7008734760.0,외교부,1488710290.0,10910000000.0,0.0,2136474000.0
,97569373000.0,97665950880.0,717000000.0,-717000000.0,1430237000.0,-1430237000.0,397839420.0,97139085200.0,일반회계,2014,129026260.0,원자력안전위원회,96577880.0,0.0,0.0,0.0
,0.0,35278065070.0,36950754070.0,-1672689000.0,2143758000.0,-2143758000.0,6345792030.0,28815474040.0,일반회계,2014,116799000.0,인사혁신처,0.0,0.0,0.0,0.0
,0.0,13560229720.0,13560229720.0,0.0,0.0,0.0,0.0,1921484020.0,혁신도시건설특별회계,2014,11638745700.0,인사혁신처,0.0,0.0,0.0,0.0
손익계정,183650000000.0,184601847110.0,170000000.0,-170000000.0,327000000.0,-327000000.0,2627252210.0,180616032120.0,조달특별회계,2014,1358562780.0,조달청,951847110.0,0.0,0.0,0.0
자본계정,291200000000.0,303368108310.0,0.0,0.0,0.0,0.0,215292649740.0,78679583050.0,조달특별회계,2014,9395875520.0,조달청,12168108310.0,0.0,0.0,0.0
광역발전계정,170526000000.0,170526000000.0,0.0,0.0,0.0,0.0,4510510.0,170521489490.0,광역지역발전특별회계,2014,0.0,중소기업청,0.0,0.0,0.0,0.0
제주특별자치도계정,7066000000.0,7066000000.0,0.0,0.0,0.0,0.0,0.0,7066000000.0,광역지역발전특별회계,2014,0.0,중소기업청,0.0,0.0,0.0,0.0
지역개발계정,136499000000.0,136499000000.0,0.0,0.0,0.0,0.0,0.0,136499000000.0,광역지역발전특별회계,2014,0.0,중소기업청,0.0,0.0,0.0,0.0
,2643310438000.0,2643310438000.0,0.0,0.0,2386832000.0,-2386832000.0,36767556300.0,2606542881700.0,일반회계,2014,0.0,중소기업청,0.0,0.0,0.0,0.0
,329495859000.0,348637761500.0,244000000.0,-244000000.0,1999245000.0,-1999245000.0,4195934340.0,343660227160.0,일반회계,2014,781600000.0,중앙선거관리위원회,1173902500.0,18428000000.0,-460000000.0,0.0
,274450720000.0,274808441000.0,0.0,0.0,117638000.0,-117638000.0,8236770760.0,266571670240.0,일반회계,2014,0.0,통계청,95744000.0,0.0,0.0,261977000.0
,337419967000.0,339910967000.0,0.0,0.0,6015831000.0,-6015831000.0,36445520150.0,302579342470.0,일반회계,2014,886104380.0,통일부,0.0,2491000000.0,0.0,0.0
손익계정,458626198000.0,459646852000.0,0.0,0.0,1179979000.0,-1179979000.0,4353054620.0,453829802120.0,특허청,2014,1463995260.0,특허청,1020654000.0,0.0,0.0,0.0
자본계정,2674000000.0,2674000000.0,0.0,0.0,0.0,0.0,30407800.0,2643592200.0,특허청,2014,0.0,특허청,0.0,0.0,0.0,0.0
,1113393330000.0,996241778000.0,14831965000.0,-175562760200.0,1117532000.0,-1117532000.0,0.0,996241778000.0,일반회계,2014,0.0,해양경찰청,16256243200.0,27323000000.0,0.0,0.0
,0.0,458421860.0,0.0,-2202164530.0,0.0,0.0,0.0,458421860.0,혁신도시건설특별회계,2014,0.0,해양경찰청,2660586390.0,0.0,0.0,0.0
광역발전계정,85807000000.0,96482200000.0,0.0,0.0,0.0,0.0,450000000.0,93782200000.0,광역지역발전특별회계,2014,2250000000.0,해양수산부,10675200000.0,0.0,0.0,0.0
제주특별자치도계정,113572000000.0,116649000000.0,0.0,0.0,0.0,0.0,0.0,116649000000.0,광역지역발전특별회계,2014,0.0,해양수산부,3077000000.0,0.0,0.0,0.0
지역개발계정,205073000000.0,239273825000.0,0.0,0.0,0.0,0.0,500000000.0,182120825000.0,광역지역발전특별회계,2014,56653000000.0,해양수산부,34200825000.0,0.0,0.0,0.0
항만계정,1250967000000.0,1383278009550.0,0.0,-6843341500.0,70416497000.0,-70416497000.0,101177015270.0,1126727786350.0,교통시설특별회계,2014,155373207930.0,해양수산부,135930351050.0,3224000000.0,0.0,0.0
구조개선사업계정,682927000000.0,702694957960.0,1800000000.0,-1800000000.0,19781817000.0,-19781817000.0,33517073760.0,520157774250.0,농어촌구조개선특별회계,2014,149020109950.0,해양수산부,19767957960.0,0.0,0.0,0.0
농어촌특별세사업계정,225292000000.0,273258130100.0,0.0,0.0,0.0,0.0,12891982590.0,234559979070.0,농어촌구조개선특별회계,2014,25806168440.0,해양수산부,46566130100.0,1400000000.0,0.0,0.0
손익계정,22603343000.0,22905830210.0,0.0,-125798000.0,16000000.0,-16000000.0,95582640.0,22650191400.0,대산지방해양항만청,2014,160056170.0,해양수산부,62285210.0,0.0,0.0,366000000.0
자본계정,35931000000.0,37889040170.0,0.0,-60021300.0,0.0,0.0,2097037240.0,35383087090.0,대산지방해양항만청,2014,408915840.0,해양수산부,2018061470.0,0.0,0.0,0.0
투자계정,36071000000.0,36071000000.0,0.0,0.0,0.0,0.0,60890.0,36070939110.0,에너지및자원사업특별회계,2014,0.0,해양수산부,0.0,0.0,0.0,0.0
,2402223050000.0,2454342144490.0,70000000.0,-2055218540.0,27145522000.0,-27145522000.0,48827322840.0,2361840505970.0,일반회계,2014,43674315680.0,해양수산부,49480313030.0,4624000000.0,0.0,0.0
,4896000000.0,10577171060.0,0.0,0.0,0.0,0.0,697162790.0,8129774660.0,혁신도시건설특별회계,2014,1750233610.0,해양수산부,5681171060.0,0.0,0.0,0.0
광역발전계정,0.0,24064098640.0,24064098640.0,0.0,0.0,0.0,9220070.0,24054878570.0,광역지역발전특별회계,2014,0.0,행정자치부,0.0,0.0,0.0,0.0
지역개발계정,0.0,40003000000.0,40003000000.0,0.0,0.0,0.0,0.0,846000000.0,광역지역발전특별회계,2014,39157000000.0,행정자치부,0.0,0.0,0.0,0.0
,0.0,6139719585280.0,6139719585280.0,0.0,1796411000.0,-1796411000.0,41906721710.0,5338294523850.0,일반회계,2014,759518339720.0,행정자치부,0.0,0.0,0.0,0.0
,679193438000.0,679193438000.0,0.0,0.0,0.0,0.0,40003438000.0,639190000000.0,일반회계,2014,0.0,행정중심복합도시건설청,0.0,0.0,0.0,0.0
,698661438000.0,795768393090.0,0.0,0.0,8942964000.0,-8942964000.0,106740341770.0,653692913330.0,행정중심복합도시건설특별회계,2014,35335137990.0,행정중심복합도시건설청,97106955090.0,0.0,0.0,0.0
,39023340000.0,39023340000.0,0.0,0.0,322057000.0,-322057000.0,1181309140.0,37821925860.0,일반회계,2014,20105000.0,헌법재판소,0.0,0.0,0.0,0.0
광역발전계정,353540000000.0,356340000000.0,0.0,0.0,0.0,0.0,18000000000.0,314729000000.0,광역지역발전특별회계,2014,23611000000.0,환경부,2800000000.0,0.0,0.0,0.0
제주특별자치도계정,19758000000.0,19758000000.0,0.0,0.0,0.0,0.0,0.0,19758000000.0,광역지역발전특별회계,2014,0.0,환경부,0.0,0.0,0.0,0.0
지역개발계정,410135000000.0,410135000000.0,0.0,0.0,0.0,0.0,0.0,378950200000.0,광역지역발전특별회계,2014,31184800000.0,환경부,0.0,0.0,0.0,0.0
농어촌특별세사업계정,90322000000.0,90322000000.0,0.0,0.0,0.0,0.0,14953000000.0,75369000000.0,농어촌구조개선특별회계,2014,0.0,환경부,0.0,0.0,0.0,0.0
투자계정,80205000000.0,83073684290.0,0.0,0.0,250000000.0,-250000000.0,993841190.0,80515451500.0,에너지및자원사업특별회계,2014,1564391600.0,환경부,2868684290.0,0.0,0.0,0.0
,3533584139000.0,3533584139000.0,0.0,0.0,0.0,0.0,190000000000.0,3343584139000.0,일반회계,2014,0.0,환경부,0.0,0.0,0.0,0.0
,4877040139000.0,5021078579130.0,0.0,0.0,15284045000.0,-15284045000.0,297839181730.0,4634771143630.0,환경개선특별회계,2014,88468253770.0,환경부,144038440130.0,0.0,0.0,0.0
,106502728000.0,107050696840.0,0.0,0.0,25850000.0,-25850000.0,3194186540.0,101800934800.0,일반회계,2013,2055575500.0,감사원,547968840.0,0.0,0.0,0.0
손익계정,62052000000.0,62052000000.0,0.0,0.0,1027223000.0,-1027223000.0,6664276490.0,55279723510.0,경찰병원,2013,108000000.0,경찰청,0.0,0.0,0.0,0.0
자본계정,2253000000.0,2310200000.0,0.0,0.0,0.0,0.0,528581060.0,1731728940.0,경찰병원,2013,49890000.0,경찰청,57200000.0,0.0,0.0,0.0
광역발전계정,24000000000.0,24000000000.0,0.0,0.0,0.0,0.0,0.0,24000000000.0,광역지역발전특별회계,2013,0.0,경찰청,0.0,0.0,0.0,0.0
제주특별자치도계정,3014000000.0,3014000000.0,0.0,0.0,0.0,0.0,0.0,3014000000.0,광역지역발전특별회계,2013,0.0,경찰청,0.0,0.0,0.0,0.0
,8228189378000.0,8245384762240.0,0.0,0.0,20801813000.0,-20801813000.0,70016939750.0,8168920318580.0,일반회계,2013,6447503910.0,경찰청,17195384240.0,0.0,0.0,0.0
,11000000000.0,105739781270.0,0.0,0.0,10800000000.0,-10800000000.0,57819083200.0,47726978040.0,혁신도시건설특별회계,2013,193720030.0,경찰청,94739781270.0,0.0,0.0,0.0
제주특별자치도계정,8564000000.0,8564000000.0,0.0,0.0,0.0,0.0,0.0,8564000000.0,광역지역발전특별회계,2013,0.0,고용노동부,0.0,0.0,0.0,0.0
농어촌특별세사업계정,819000000.0,819000000.0,0.0,0.0,0.0,0.0,0.0,819000000.0,농어촌구조개선특별회계,2013,0.0,고용노동부,0.0,0.0,0.0,0.0
투자계정,46560000000.0,46560000000.0,0.0,0.0,0.0,0.0,783095310.0,45776904690.0,에너지및자원사업특별회계,2013,0.0,고용노동부,0.0,0.0,0.0,0.0
,2029107030000.0,2036811017440.0,0.0,0.0,44730162000.0,-44730162000.0,151595987010.0,1838490477580.0,일반회계,2013,46724552850.0,고용노동부,3296987440.0,4407000000.0,0.0,0.0
,93310378000.0,93340378000.0,0.0,0.0,173526000.0,-173526000.0,4227435020.0,89093571980.0,일반회계,2013,19371000.0,공정거래위원회,30000000.0,0.0,0.0,0.0
,454643505000.0,455524044000.0,0.0,0.0,1104130000.0,-1104130000.0,9207330940.0,436941187060.0,일반회계,2013,9375526000.0,관세청,880539000.0,0.0,0.0,0.0
광역발전계정,753615000000.0,97922600000.0,0.0,-700675000000.0,0.0,0.0,0.0,97922600000.0,광역지역발전특별회계,2013,0.0,교육과학기술부,44982600000.0,0.0,0.0,0.0
손익계정,25601000000.0,4742482850.0,0.0,-21230900150.0,0.0,0.0,0.0,4742482850.0,국립과천과학관,2013,0.0,교육과학기술부,372383000.0,0.0,0.0,0.0
자본계정,8739000000.0,198603330.0,0.0,-9730722920.0,0.0,0.0,0.0,198603330.0,국립과천과학관,2013,0.0,교육과학기술부,1190326250.0,0.0,0.0,0.0
손익계정,20301000000.0,3299772650.0,0.0,-17001227350.0,0.0,0.0,0.0,3299772650.0,국립중앙과학관,2013,0.0,교육과학기술부,0.0,0.0,0.0,0.0
자본계정,9427000000.0,64675290.0,0.0,-9362324710.0,0.0,0.0,0.0,64675290.0,국립중앙과학관,2013,0.0,교육과학기술부,0.0,0.0,0.0,0.0
투자계정,130528000000.0,42422000000.0,0.0,-88106000000.0,0.0,0.0,0.0,42422000000.0,에너지및자원사업특별회계,2013,0.0,교육과학기술부,0.0,0.0,0.0,0.0
,53214723061000.0,16030035742280.0,0.0,-37213259060510.0,32757711000.0,-32757711000.0,0.0,16030035742280.0,일반회계,2013,0.0,교육과학기술부,28571741790.0,0.0,0.0,0.0
,17000000000.0,0.0,0.0,-61400286600.0,0.0,0.0,0.0,0.0,혁신도시건설특별회계,2013,0.0,교육과학기술부,44400286600.0,0.0,0.0,0.0
광역발전계정,37591000000.0,720941000000.0,683350000000.0,0.0,14040000000.0,-14040000000.0,2167000000.0,718774000000.0,광역지역발전특별회계,2013,0.0,교육부,0.0,0.0,0.0,0.0
