계정명,단위사업명,경비구분,지출구분,분야명,회계명,회계연도,소관명,프로그램명,세부사업명,부문명,국회확정금액,정부안금액
,동북아R&D허브기반구축(R&D),주요사업비(기금사업비),일반지출,과학기술,과학기술진흥기금,2008,과학기술부,과학기술국제협력,해외우수연구기관유치(R&D/보조),과학기술연구지원,10900000.0,10900000.0
,과학기술진흥단체지원(R&D/보조),주요사업비(기금사업비),일반지출,과학기술,과학기술진흥기금,2008,과학기술부,과학기술기반조성,아태이론물리센터지원,과학기술연구지원,2100000.0,1800000.0
,과학기술진흥단체지원(R&D/보조),주요사업비(기금사업비),일반지출,과학기술,과학기술진흥기금,2008,과학기술부,과학기술기반조성,한국공학한림원지원,과학기술연구지원,700000.0,700000.0
,과학기술진흥단체지원(R&D/보조),주요사업비(기금사업비),일반지출,과학기술,과학기술진흥기금,2008,과학기술부,과학기술기반조성,한국과학기술단체총연합회지원,과학기술연구지원,10000000.0,10000000.0
,과학기술진흥단체지원(R&D/보조),주요사업비(기금사업비),일반지출,과학기술,과학기술진흥기금,2008,과학기술부,과학기술기반조성,한국과학기술한림원지원,과학기술연구지원,1800000.0,1800000.0
,과학기술진흥단체지원(R&D/보조),주요사업비(기금사업비),일반지출,과학기술,과학기술진흥기금,2008,과학기술부,과학기술기반조성,한국산업기술진흥협회지원,과학기술연구지원,1115000.0,1115000.0
,산업기술개발(R&D),주요사업비(기금사업비),일반지출,과학기술,과학기술진흥기금,2008,과학기술부,과학기술기반조성,성장동력기술개발,과학기술연구지원,111700000.0,111700000.0
,투자조합출자,주요사업비(기금사업비),일반지출,과학기술,과학기술진흥기금,2008,과학기술부,과학기술기반조성,대덕연구개발특구투자조합출자,과학기술연구지원,10000000.0,10000000.0
,연구개발융자지원,주요사업비(기금사업비),일반지출,과학기술,과학기술진흥기금,2008,과학기술부,과학기술기반조성(융자),민항기국제공동개발융자,과학기술연구지원,15000000.0,30000000.0
,연구개발융자지원,주요사업비(기금사업비),일반지출,과학기술,과학기술진흥기금,2008,과학기술부,과학기술기반조성(융자),연구개발융자손실보전금,과학기술연구지원,2119000.0,2119000.0
,과학기술서비스업육성(R&D/보조),주요사업비(기금사업비),일반지출,과학기술,과학기술진흥기금,2008,과학기술부,과학기술인력양성,과학기술자교육,과학기술연구지원,1500000.0,1500000.0
,과학기술서비스업육성(R&D/보조),주요사업비(기금사업비),일반지출,과학기술,과학기술진흥기금,2008,과학기술부,과학기술인력양성,기술사기술향상교육훈련,과학기술연구지원,500000.0,500000.0
,과학기술서비스업육성(R&D/보조),주요사업비(기금사업비),일반지출,과학기술,과학기술진흥기금,2008,과학기술부,과학기술인력양성,연구개발서비스기반조성사업,과학기술연구지원,500000.0,500000.0
,과학기술영재인력양성(R&D),주요사업비(기금사업비),일반지출,과학기술,과학기술진흥기금,2008,과학기술부,과학기술인력양성,과학고영재교육지원,과학기술연구지원,5480000.0,5480000.0
,과학기술영재인력양성(R&D),주요사업비(기금사업비),일반지출,과학기술,과학기술진흥기금,2008,과학기술부,과학기술인력양성,과학기술영재인력양성,과학기술연구지원,7676000.0,7676000.0
,과학기술영재인력양성(R&D),주요사업비(기금사업비),일반지출,과학기술,과학기술진흥기금,2008,과학기술부,과학기술인력양성,과학영재교육프로그램개발지원,과학기술연구지원,8550000.0,7450000.0
,과학기술영재인력양성(R&D),주요사업비(기금사업비),일반지출,과학기술,과학기술진흥기금,2008,과학기술부,과학기술인력양성,국제과학올림피아드지원,과학기술연구지원,2514000.0,2514000.0
,과학기술자인력활용,주요사업비(기금사업비),일반지출,과학기술,과학기술진흥기금,2008,과학기술부,과학기술인력양성,공학교육인증사업(보조),과학기술연구지원,769000.0,769000.0
,과학기술자인력활용,주요사업비(기금사업비),일반지출,과학기술,과학기술진흥기금,2008,과학기술부,과학기술인력양성,국가간기술사상호인정추진사업,과학기술연구지원,1000000.0,1100000.0
,과학기술자인력활용,주요사업비(기금사업비),일반지출,과학기술,과학기술진흥기금,2008,과학기술부,과학기술인력양성,엔지니어링 기술자 경력관리,과학기술연구지원,200000.0,300000.0
,과학기술자인력활용,주요사업비(기금사업비),일반지출,과학기술,과학기술진흥기금,2008,과학기술부,과학기술인력양성,엔지니어링해외진출기반조성사업(보조),과학기술연구지원,1600000.0,2100000.0
,과학기술자인력활용,주요사업비(기금사업비),일반지출,과학기술,과학기술진흥기금,2008,과학기술부,과학기술인력양성,원로과학자활용지원,과학기술연구지원,2508000.0,2508000.0
,과학기술자인력활용,주요사업비(기금사업비),일반지출,과학기술,과학기술진흥기금,2008,과학기술부,과학기술인력양성,퇴직과학기술자활용중소기업기술혁신역량확충사업(보조),과학기술연구지원,3384000.0,3384000.0
,여성과학기술인지원,주요사업비(기금사업비),일반지출,과학기술,과학기술진흥기금,2008,과학기술부,과학기술인력양성,여성과학기술인지원센터설치운영,과학기술연구지원,2900000.0,2200000.0
,우수과학자포상,주요사업비(기금사업비),일반지출,과학기술,과학기술진흥기금,2008,과학기술부,과학기술인력양성,시상사업,과학기술연구지원,3737000.0,3737000.0
,이공계인력관리특별지원,주요사업비(기금사업비),일반지출,과학기술,과학기술진흥기금,2008,과학기술부,과학기술인력양성,이공계인력관리특별지원,과학기술연구지원,60000000.0,60000000.0
,과학기술문화창달사업,주요사업비(기금사업비),일반지출,과학기술,과학기술진흥기금,2008,과학기술부,과학문화창달,과학문화확산사업,과학기술연구지원,24221000.0,24221000.0
,과학기술문화창달사업,주요사업비(기금사업비),일반지출,과학기술,과학기술진흥기금,2008,과학기술부,과학문화창달,한국과학문화재단사업수행경비지원,과학기술연구지원,5376000.0,5376000.0
,국립과학관지원,주요사업비(기금사업비),일반지출,과학기술,과학기술진흥기금,2008,과학기술부,과학문화창달,국립과천과학관건립지원,과학기술연구지원,81854000.0,81854000.0
,국립과학관지원,주요사업비(기금사업비),일반지출,과학기술,과학기술진흥기금,2008,과학기술부,과학문화창달,국립광주과학관지원,과학기술연구지원,1928000.0,1928000.0
,국립과학관지원,주요사업비(기금사업비),일반지출,과학기술,과학기술진흥기금,2008,과학기술부,과학문화창달,국립대구과학관지원,과학기술연구지원,2677000.0,2677000.0
,지방과학관지원(보조),주요사업비(기금사업비),일반지출,과학기술,과학기술진흥기금,2008,과학기술부,과학문화창달,과학관협력망구축운영,과학기술연구지원,300000.0,300000.0
,지방과학관지원(보조),주요사업비(기금사업비),일반지출,과학기술,과학기술진흥기금,2008,과학기술부,과학문화창달,지방과학문화시설확충사업,과학기술연구지원,4000000.0,4000000.0
,공공자금관리기금예수이자상환(과학기술진흥기금),주요사업비(기금사업비),내부거래지출(기금간거래),과학기술,과학기술진흥기금,2008,과학기술부,기금간거래(예수이자상환),공자기금예수금이자상환,과학기술연구지원,32400000.0,32400000.0
,통화금융기관예치,주요사업비(기금사업비),보전지출,과학기술,과학기술진흥기금,2008,과학기술부,여유자금운용,통화금융기관예치,과학기술연구지원,7570000.0,6165000.0
,과학기술진흥기금 운영비,기본경비(경상운영비),일반지출,과학기술,과학기술진흥기금,2008,과학기술부,과학기술행정지원,과학기술진흥기금 관리비,과학기술일반,815000.0,815000.0
,과학기술진흥기금 운영비,기본경비(경상운영비),일반지출,과학기술,과학기술진흥기금,2008,과학기술부,과학기술행정지원,과학기술진흥기금사업 관리평가,과학기술일반,216000.0,216000.0
,국가과학자연구지원(R&D),주요사업비(기금사업비),일반지출,과학기술,과학기술진흥기금,2008,과학기술부,기초연구진흥,국가과학자연구지원,기술개발,4600000.0,6100000.0
,바이오신약장기(R&D),주요사업비(기금사업비),일반지출,과학기술,과학기술진흥기금,2008,과학기술부,미래원천기술개발,바이오신약장기사업,기술개발,12800000.0,12800000.0
지역혁신사업계정,대덕R&D특구육성(균특회계/R&D),주요사업비(기금사업비),일반지출,과학기술,국가균형발전특별회계,2008,과학기술부,과학기술기반조성,대덕R&D특구육성,과학기술연구지원,61500000.0,61500000.0
지역혁신사업계정,지방과학연구단지육성(균특회계/R&D),주요사업비(기금사업비),일반지출,과학기술,국가균형발전특별회계,2008,과학기술부,과학기술기반조성,과학연구단지육성,과학기술연구지원,13320000.0,13320000.0
손익계정,감가상각비,주요사업비(기금사업비),내부거래지출(회계내 계정간 거래),과학기술,국립중앙과학관,2008,과학기술부,계정간거래,감가상각비(손익계정),과학기술일반,1080000.0,1080000.0
손익계정,당기순이익,주요사업비(기금사업비),내부거래지출(회계내 계정간 거래),과학기술,국립중앙과학관,2008,과학기술부,계정간거래,당기순이익(손익계정),과학기술일반,1000.0,1000.0
손익계정,건강보험부담금(책특회계),주요사업비(기금사업비),일반지출,과학기술,국립중앙과학관,2008,과학기술부,국립중앙과학관운영,건강보험부담금(손익계정),과학기술일반,120000.0,120000.0
손익계정,과학교육(책특회계),주요사업비(기금사업비),일반지출,과학기술,국립중앙과학관,2008,과학기술부,국립중앙과학관운영,과학경진대회(손익계정),과학기술일반,220000.0,220000.0
손익계정,과학교육(책특회계),주요사업비(기금사업비),일반지출,과학기술,국립중앙과학관,2008,과학기술부,국립중앙과학관운영,과학원리체험(손익계정),과학기술일반,692000.0,692000.0
손익계정,과학교육(책특회계),주요사업비(기금사업비),일반지출,과학기술,국립중앙과학관,2008,과학기술부,국립중앙과학관운영,수탁사업(손익계정),과학기술일반,200000.0,200000.0
손익계정,국립중앙과학관기본경비(책특회계),기본경비(경상운영비),일반지출,과학기술,국립중앙과학관,2008,과학기술부,국립중앙과학관운영,"공익근무요원인건비(손익계정,총액인건비대상)",과학기술일반,36000.0,36000.0
손익계정,국립중앙과학관기본경비(책특회계),기본경비(경상운영비),일반지출,과학기술,국립중앙과학관,2008,과학기술부,국립중앙과학관운영,"기본경비(손익계정,총액인건비대상)",과학기술일반,1606000.0,1606000.0
손익계정,국립중앙과학관기본경비(책특회계),기본경비(경상운영비),일반지출,과학기술,국립중앙과학관,2008,과학기술부,국립중앙과학관운영,"전산운영경비(손익계정,총액인건비대상)",과학기술일반,118000.0,118000.0
손익계정,국립중앙과학관인건비(책특회계),인건비(기금인건비),일반지출,과학기술,국립중앙과학관,2008,과학기술부,국립중앙과학관운영,"인건비(손익계정,총액인건비대상)",과학기술일반,5346868.0,5346868.0
손익계정,시설관리(책특회계),주요사업비(기금사업비),일반지출,과학기술,국립중앙과학관,2008,과학기술부,국립중앙과학관운영,시설관리위탁(손익계정),과학기술일반,1147000.0,1147000.0
손익계정,전시연구(책특회계),주요사업비(기금사업비),일반지출,과학기술,국립중앙과학관,2008,과학기술부,국립중앙과학관운영,겨레과학기술응용개발사업(손익계정),과학기술일반,500000.0,500000.0
손익계정,전시연구(책특회계),주요사업비(기금사업비),일반지출,과학기술,국립중앙과학관,2008,과학기술부,국립중앙과학관운영,서울과학관활성화(손익계정),과학기술일반,344000.0,344000.0
손익계정,전시연구(책특회계),주요사업비(기금사업비),일반지출,과학기술,국립중앙과학관,2008,과학기술부,국립중앙과학관운영,전시기법연구(손익계정),과학기술일반,85000.0,85000.0
손익계정,전시연구(책특회계),주요사업비(기금사업비),일반지출,과학기술,국립중앙과학관,2008,과학기술부,국립중앙과학관운영,전시품교체(손익계정),과학기술일반,462474.0,462474.0
손익계정,전시연구(책특회계),주요사업비(기금사업비),일반지출,과학기술,국립중앙과학관,2008,과학기술부,국립중앙과학관운영,첨단과학전시관운영(손익계정),과학기술일반,1140000.0,1140000.0
손익계정,전시연구(책특회계),주요사업비(기금사업비),일반지출,과학기술,국립중앙과학관,2008,과학기술부,국립중앙과학관운영,현장체험학습장,과학기술일반,350000.0,350000.0
손익계정,전시품DB구축(책특회계/정보화),주요사업비(기금사업비),일반지출,과학기술,국립중앙과학관,2008,과학기술부,국립중앙과학관운영,전시품DB구축(손익계정),과학기술일반,215000.0,215000.0
손익계정,공무원연금부담금,주요사업비(기금사업비),내부거래지출(예산=>기금간거래),과학기술,국립중앙과학관,2008,과학기술부,예산기금간거래,공무원연금부담금(손익계정),과학기술일반,407658.0,407658.0
자본계정,과학교육(책특회계),주요사업비(기금사업비),일반지출,과학기술,국립중앙과학관,2008,과학기술부,국립중앙과학관운영,과학원리체험(자본계정),과학기술일반,22000.0,22000.0
자본계정,과학교육(책특회계),주요사업비(기금사업비),일반지출,과학기술,국립중앙과학관,2008,과학기술부,국립중앙과학관운영,과학캠프숙소신축(자본계정),과학기술일반,1500000.0,1500000.0
자본계정,과학교육(책특회계),주요사업비(기금사업비),일반지출,과학기술,국립중앙과학관,2008,과학기술부,국립중앙과학관운영,수탁사업(자본계정),과학기술일반,10000.0,10000.0
자본계정,국립중앙과학관기본경비(책특회계),기본경비(경상운영비),일반지출,과학기술,국립중앙과학관,2008,과학기술부,국립중앙과학관운영,"기본경비(자본계정,총액인건비 미대상)",과학기술일반,153000.0,153000.0
자본계정,국립중앙과학관기본경비(책특회계),기본경비(경상운영비),일반지출,과학기술,국립중앙과학관,2008,과학기술부,국립중앙과학관운영,"전산운영경비(자본계정,총액인건비 미대상)",과학기술일반,30000.0,30000.0
자본계정,시설관리(책특회계),주요사업비(기금사업비),일반지출,과학기술,국립중앙과학관,2008,과학기술부,국립중앙과학관운영,시설개선(자본계정),과학기술일반,1331000.0,1331000.0
자본계정,전시연구(책특회계),주요사업비(기금사업비),일반지출,과학기술,국립중앙과학관,2008,과학기술부,국립중앙과학관운영,서울과학관활성화(자본계정),과학기술일반,1006000.0,1006000.0
자본계정,전시연구(책특회계),주요사업비(기금사업비),일반지출,과학기술,국립중앙과학관,2008,과학기술부,국립중앙과학관운영,전시기법연구(자본계정),과학기술일반,65000.0,65000.0
자본계정,전시연구(책특회계),주요사업비(기금사업비),일반지출,과학기술,국립중앙과학관,2008,과학기술부,국립중앙과학관운영,전시품교체(자본계정),과학기술일반,938250.0,938250.0
자본계정,전시연구(책특회계),주요사업비(기금사업비),일반지출,과학기술,국립중앙과학관,2008,과학기술부,국립중앙과학관운영,천체관영상시스템교체(자본계정),과학기술일반,500000.0,500000.0
자본계정,전시연구(책특회계),주요사업비(기금사업비),일반지출,과학기술,국립중앙과학관,2008,과학기술부,국립중앙과학관운영,첨단과학전시관운영(자본계정),과학기술일반,60000.0,60000.0
자본계정,전시연구(책특회계),주요사업비(기금사업비),일반지출,과학기술,국립중앙과학관,2008,과학기술부,국립중앙과학관운영,현장체험학습장(자본계정),과학기술일반,1050000.0,1050000.0
자본계정,전시품DB구축(책특회계/정보화),주요사업비(기금사업비),일반지출,과학기술,국립중앙과학관,2008,과학기술부,국립중앙과학관운영,전시품DB구축(자본계정),과학기술일반,25000.0,25000.0
자본계정,회계기금간예수원금상환(책특회계),주요사업비(기금사업비),내부거래지출(예산=>기금간거래),과학기술,국립중앙과학관,2008,과학기술부,회계기금간거래(예수원금상환),전대차관원금상환(자본계정),과학기술일반,344574.0,344574.0
자본계정,회계기금간예수이자상환(책특회계),주요사업비(기금사업비),내부거래지출(예산=>기금간거래),과학기술,국립중앙과학관,2008,과학기술부,회계기금간거래(예수이자상환),전대차관이자상환(자본계정),과학기술일반,70176.0,70176.0
투자계정,한국에너지기술연구원(에특회계/R&D),주요사업비(기금사업비),일반지출,과학기술,에너지및자원사업특별회계,2008,과학기술부,출연기관지원,제주 신재생에너지 연구기지 구축,과학기술연구지원,12690000.0,12690000.0
투자계정,한국에너지기술연구원(에특회계/R&D),주요사업비(기금사업비),일반지출,과학기술,에너지및자원사업특별회계,2008,과학기술부,출연기관지원,한국에너지기술연구원 연구 운영비 지원,과학기술연구지원,25333000.0,25333000.0
투자계정,한국원자력연구원(에특회계/R&D),주요사업비(기금사업비),일반지출,과학기술,에너지및자원사업특별회계,2008,과학기술부,출연기관지원,한국원자력연구원 연구 운영비 지원,과학기술연구지원,64233000.0,64233000.0
투자계정,한국전기연구원(에특회계/R&D),주요사업비(기금사업비),일반지출,과학기술,에너지및자원사업특별회계,2008,과학기술부,출연기관지원,전기시험연구소 시설이전,과학기술연구지원,14733000.0,14733000.0
투자계정,한국전기연구원(에특회계/R&D),주요사업비(기금사업비),일반지출,과학기술,에너지및자원사업특별회계,2008,과학기술부,출연기관지원,한국전기연구원 연구 운영비 지원,과학기술연구지원,22352000.0,22352000.0
투자계정,한국지질자원연구원(에특회계/R&D),주요사업비(기금사업비),일반지출,과학기술,에너지및자원사업특별회계,2008,과학기술부,출연기관지원,한국지질자원연구원 연구 운영비 지원,과학기술연구지원,42029000.0,42029000.0
,비통화금융기관예치,주요사업비(기금사업비),보전지출,과학기술,원자력연구개발기금,2008,과학기술부,여유자금운용,비통화금융기관예치,기술개발,1600000.0,1600000.0
,통화금융기관예치,주요사업비(기금사업비),보전지출,과학기술,원자력연구개발기금,2008,과학기술부,여유자금운용,통화금융기관예치,기술개발,10000000.0,10000000.0
,국제핵융합실험로공동개발사업(R&D),주요사업비(기금사업비),일반지출,과학기술,원자력연구개발기금,2008,과학기술부,원자력진흥 및 안전,국제핵융합실험로 공동개발사업,기술개발,30000000.0,30000000.0
,원자력연구개발사업(R&D),주요사업비(기금사업비),일반지출,과학기술,원자력연구개발기금,2008,과학기술부,원자력진흥 및 안전,원자력기술개발사업,기술개발,133900000.0,133900000.0
,원자력연구개발사업(R&D),주요사업비(기금사업비),일반지출,과학기술,원자력연구개발기금,2008,과학기술부,원자력진흥 및 안전,원자력연구기반확충사업,기술개발,22800000.0,22800000.0
,원자력연구기획평가사업(R&D),기본경비(경상운영비),일반지출,과학기술,원자력연구개발기금,2008,과학기술부,원자력진흥(기금운영비),원자력연구기획평가사업,기술개발,3100000.0,3100000.0
,과학기술협력연구기획평가(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,과학기술국제협력,과학기술협력연구기획평가,과학기술연구지원,1230000.0,1230000.0
,국제공동연구(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,과학기술국제협력,국제공동연구,과학기술연구지원,10700000.0,10700000.0
,국제화기반조성(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,과학기술국제협력,과학기술 국제부담금,과학기술연구지원,4381343.0,4381343.0
,국제화기반조성(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,과학기술국제협력,해외협력기반조성사업,과학기술연구지원,13099000.0,13099000.0
,남북과학기술협력(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,과학기술국제협력,남북과학기술협력사업,과학기술연구지원,550000.0,650000.0
,해외기술정보활용지원,주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,과학기술국제협력,해외기술정보활용지원,과학기술연구지원,2257657.0,2257657.0
,산학연연구인력교육훈련(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,과학기술기반조성,산학연연구인력교육훈련사업,과학기술연구지원,3500000.0,3600000.0
,연구실안전환경구축(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,과학기술기반조성,연구실안전환경구축,과학기술연구지원,1700000.0,1700000.0
,이공계국가장학사업,주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,과학기술기반조성,이공계국가장학사업,과학기술연구지원,82100000.0,82100000.0
,지역대학 우수학생 지원,주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,과학기술기반조성,지역대학 우수학생 지원,과학기술연구지원,4000000.0,4000000.0
,세계수준연구중심대학육성,주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,과학기술인력양성,세계수준연구중심대학육성,과학기술연구지원,25000000.0,25000000.0
,고등과학원(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,고등과학원 연구 운영비 지원,과학기술연구지원,13085000.0,13085000.0
,공공기술연구회(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,공공기술연구회 연구 운영비 지원,과학기술연구지원,11896000.0,11896000.0
,과학기술연합대학원대학교(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,과학기술연합대학원대학교 연구 운영비 지원,과학기술연구지원,6476000.0,6476000.0
,광주과학기술원(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,광주과학기술원 연구 운영비 지원,과학기술연구지원,53418702.0,51418702.0
,국가보안기술연구소(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,국가보안기술연구소 연구 운영비 지원,과학기술연구지원,24504000.0,24504000.0
,국가보안기술연구소(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,국가보안기술연구소 청사건축,과학기술연구지원,18770000.0,18770000.0
,국가수리과학연구소(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,국가수리과학연구소 연구 운영비 지원,과학기술연구지원,3756000.0,3756000.0
,극지연구소(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,극지연구소 연구 운영비 지원,과학기술연구지원,21935000.0,21935000.0
,기초기술연구회(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,기초기술연구회 연구 운영비 지원,과학기술연구지원,18286000.0,18286000.0
,대구경북과학기술연구원(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,대구경북과학기술연구원 연구 운영비지원,과학기술연구지원,11729000.0,11229000.0
,대구경북과학기술연구원(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,대구경북과학기술원 건설비,과학기술연구지원,25624000.0,25624000.0
,산업기술연구회(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,산업기술연구회 연구 운영비 지원,과학기술연구지원,10702000.0,10702000.0
,안전성평가연구소(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,안전성평가연구소 연구 운영비 지원,과학기술연구지원,7793000.0,7793000.0
,안전성평가연구소(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,제2 안전성평가시험연구동 건설,과학기술연구지원,19100000.0,19100000.0
,원자력의학원(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,원자력의학원 연구 운영비 지원,과학기술연구지원,28137000.0,28137000.0
,재료연구소(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,재료연구소 연구 운영비 지원,과학기술연구지원,17648766.0,17648766.0
,한국건설기술연구원(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,한국건설기술연구원 연구 운영비 지원,과학기술연구지원,26764000.0,26764000.0
,한국과학기술기획평가원(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,한국과학기술기획평가원 연구 운영비 지원,과학기술연구지원,14073000.0,14073000.0
,한국과학기술연구원(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,한국과학기술연구원 연구 운영비 지원,과학기술연구지원,97692000.0,96692000.0
,한국과학기술원(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,한국과학기술원 연구 운영비 지원,과학기술연구지원,114954149.0,114954149.0
,한국과학기술정보연구원(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,한국과학기술정보연구원 연구 운영비 지원,과학기술연구지원,66377000.0,66377000.0
,한국과학재단(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,한국과학재단 연구 운영비 지원,과학기술연구지원,26191000.0,26191000.0
,한국기계연구원(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,한국기계연구원 연구 운영비 지원,과학기술연구지원,37348128.0,37348128.0
,한국기초과학지원연구원(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,한국기초과학지원연구원 연구 운영비 지원,과학기술연구지원,44623000.0,42623000.0
,한국생명공학연구원(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,한국생명공학연구원 연구 운영비 지원,과학기술연구지원,51108000.0,51108000.0
,한국생산기술연구원(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,안산테크노파크 파일럿 플랜트 건축,과학기술연구지원,17424000.0,17424000.0
,한국생산기술연구원(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,한국생산기술연구원 연구 운영비 지원,과학기술연구지원,42304468.0,42304468.0
,한국식품연구원(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,한국식품연구원 연구 운영비 지원,과학기술연구지원,19321000.0,19321000.0
,한국원자력안전기술원(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,한국원자력안전기술원 연구 운영비 지원,과학기술연구지원,13243000.0,13343000.0
,한국원자력통제기술원(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,한국원자력통제기술원 연구 운영비 지원,과학기술연구지원,7947000.0,7947000.0
,한국전자통신연구원(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,한국전자통신연구원 연구 운영비 지원,과학기술연구지원,23973213.0,23973213.0
,한국천문연구원(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,한국천문연구원 연구 운영비 지원,과학기술연구지원,21000000.0,21000000.0
,한국철도기술연구원(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,한국철도기술연구원 연구 운영비 지원,과학기술연구지원,22884000.0,22884000.0
,한국표준과학연구원(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,한국표준과학연구원 연구 운영비 지원,과학기술연구지원,62190383.0,62190383.0
,한국한의학연구원(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,한국한의학연구원 연구 운영비 지원,과학기술연구지원,20339000.0,20339000.0
,한국항공우주연구원(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,한국항공우주연구원 연구 운영비 지원,과학기술연구지원,32295000.0,32295000.0
,한국해양연구원(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,한국해양연구원 연구 운영비 지원,과학기술연구지원,47680638.0,47680638.0
,한국화학연구원(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,한국화학연구원 연구 운영비 지원,과학기술연구지원,40278893.0,40278893.0
,핵융합연구센터(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,핵융합연구센터 연구 운영비지원,과학기술연구지원,5473000.0,5473000.0
,핵융합연구센터(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,출연기관지원,핵융합특수실험동 건설,과학기술연구지원,26000000.0,25000000.0
,과학기술종합조정지원(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,과학기술종합조정,과학기술종합조정지원,과학기술일반,10000000.0,10000000.0
,국가과학기술종합정보시스템구축(R&D/정보화),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,과학기술종합조정,국가과학기술종합정보시스템구축,과학기술일반,9723000.0,9723000.0
,정책연구비(R&D),주요사업비(기금사업비),일반지출,과학기술,일반회계,2008,과학기술부,과학기술종합조정,정책연구비,과학기술일반,1449000.0,1449000.0
