계정명,전년도이전발생합계금액,전년도이전발생금액중이행기한도래액,전년도이전발생금액중이행기한미도래액,채권종류명,회계명,회계연도,소관명,이행기한도래합계금액,이행기한미도래합계금액,전년도말현재액,본년도발생합계금액,본년도발생금액중이행기한도래액,본년도발생금액중이행기한미도래액,총계금액
,156000000,156000000,0,기타수입,일반회계,2013,국가인권위원회,156000000,0,156000000,0,0,0,156000000
,0,0,0,재산수입,일반회계,2013,소방방재청,1933950,0,25189210,1933950,1933950,0,1933950
,1521950,1521950,0,경상이전수입,일반회계,2013,소방방재청,139728900,0,117815210,138206950,138206950,0,139728900
,0,0,0,재화및용역판매수입,일반회계,2013,소방방재청,0,0,0,0,0,0,0
,0,0,0,재산수입,일반회계,2013,방위사업청,6743500,1580400,1951640,8323900,6743500,1580400,8323900
,73504024240,73504024240,0,경상이전수입,일반회계,2013,방위사업청,1.12412E+11,11448803420,1.48582E+11,50356747670,38907944250,11448803420,1.23861E+11
,3685110000,0,3685110000,융자회수금,일반회계,2013,방위사업청,0,3685110000,3833410000,0,0,0,3685110000
,0,0,0,재산수입,행정중심복합도시건설특별회계,2013,행정중심복합도시건설청,0,0,0,0,0,0,0
,0,0,0,경상이전수입,행정중심복합도시건설특별회계,2013,행정중심복합도시건설청,1102660,0,0,1102660,1102660,0,1102660
,0,0,0,재화및용역판매수입,행정중심복합도시건설특별회계,2013,행정중심복합도시건설청,0,0,0,0,0,0,0
,0,0,0,재산수입,일반회계,2013,대통령실,0,0,0,0,0,0,0
,0,0,0,경상이전수입,일반회계,2013,대통령실,0,0,0,0,0,0,0
,0,0,0,재화및용역판매수입,일반회계,2013,대통령실,0,0,0,0,0,0,0
,490258600,490258600,0,방위세,일반회계,2013,기획재정부,490441180,0,500257200,182580,182580,0,490441180
,5950968645,5950968645,0,교육세,일반회계,2013,기획재정부,6041183215,0,7342177505,90214570,90214570,0,6041183215
,19741497496,19741497496,0,농어촌특별세,일반회계,2013,기획재정부,40332900196,0,49880912116,20591402700,20591402700,0,40332900196
,0,0,0,재산수입,일반회계,2013,기획재정부,0,48003615446,7663882020,48003615446,0,48003615446,48003615446
,0,0,0,경상이전수입,일반회계,2013,기획재정부,86546180,1.5158E+11,3040,1.51667E+11,86546180,1.5158E+11,1.51667E+11
,0,0,0,재화및용역판매수입,일반회계,2013,기획재정부,0,0,0,0,0,0,0
,0,0,0,관유물매각대,일반회계,2013,기획재정부,0,3.73569E+11,0,3.73569E+11,0,3.73569E+11,3.73569E+11
,3000000,0,3000000,기타수입,일반회계,2013,기획재정부,0,28599000,3000000,25599000,0,25599000,28599000
,0,0,0,예금및예탁금,일반회계,2013,기획재정부,0,68783087945,0,68783087945,0,68783087945,68783087945
,0,0,0,재산수입,국유재산관리기금,2013,기획재정부,0,0,22783278180,0,0,0,0
,0,0,0,경상이전수입,국유재산관리기금,2013,기획재정부,0,0,36663511510,0,0,0,0
,0,0,0,재화및용역판매수입,국유재산관리기금,2013,기획재정부,0,0,18630,0,0,0,0
,0,0,0,관유물매각대,국유재산관리기금,2013,기획재정부,0,0,1.16832E+11,0,0,0,0
,0,0,0,예금및예탁금,국유재산관리기금,2013,기획재정부,0,2.83657E+11,1.86742E+11,2.83657E+11,0,2.83657E+11,2.83657E+11
,3.21368E+12,0,3.21368E+12,융자회수금,대외경제협력기금,2013,기획재정부,0,3.82849E+12,3.28788E+12,6.14818E+11,0,6.14818E+11,3.82849E+12
,0,0,0,예금및예탁금,대외경제협력기금,2013,기획재정부,0,88484614250,28229388900,88484614250,0,88484614250,88484614250
총괄계정,7.51635E+11,0,7.51635E+11,재산수입,공공자금관리기금,2013,기획재정부,0,7.51635E+11,8.26481E+11,0,0,0,7.51635E+11
총괄계정,0,0,0,예금및예탁금,공공자금관리기금,2013,기획재정부,0,0,2.90122E+11,0,0,0,0
융자계정,0,0,0,재산수입,공공자금관리기금,2013,기획재정부,0,0,0,0,0,0,0
융자계정,0,0,0,경상이전수입,공공자금관리기금,2013,기획재정부,0,0,0,0,0,0,0
융자계정,3.06271E+12,0,3.06271E+12,융자회수금,공공자금관리기금,2013,기획재정부,0,3.18644E+12,4.02301E+12,1.23728E+11,0,1.23728E+11,3.18644E+12
융자계정,0,0,0,예금및예탁금,공공자금관리기금,2013,기획재정부,0,0,0,0,0,0,0
차관계정,0,0,0,재산수입,공공자금관리기금,2013,기획재정부,0,0,0,0,0,0,0
차관계정,0,0,0,경상이전수입,공공자금관리기금,2013,기획재정부,0,0,0,0,0,0,0
차관계정,81508285920,0,81508285920,융자회수금,공공자금관리기금,2013,기획재정부,0,81508285920,4.73294E+11,0,0,0,81508285920
차관계정,0,0,0,예금및예탁금,공공자금관리기금,2013,기획재정부,0,75030849698,57954851627,75030849698,0,75030849698,75030849698
,3.49763E+13,0,3.49763E+13,예금및예탁금,외국환평형기금,2013,기획재정부,0,4.90788E+13,3.49763E+13,1.41025E+13,0,1.41025E+13,4.90788E+13
,0,0,0,재산수입,복권기금,2013,기획재정부,0,16886960,56422080,16886960,0,16886960,16886960
,0,0,0,경상이전수입,복권기금,2013,기획재정부,0,157408980,416213850,157408980,0,157408980,157408980
,0,0,0,재화및용역판매수입,복권기금,2013,기획재정부,0,0,0,0,0,0,0
,3.12418E+11,0,3.12418E+11,예금및예탁금,복권기금,2013,기획재정부,0,3.12418E+11,1.7915E+11,0,0,0,3.12418E+11
,0,0,0,재산수입,일반회계,2013,교육과학기술부,0,0,3112843630,0,0,0,0
,0,0,0,경상이전수입,일반회계,2013,교육과학기술부,0,0,9241444600,0,0,0,0
,0,0,0,재화및용역판매수입,일반회계,2013,교육과학기술부,0,0,8183770,0,0,0,0
,0,0,0,관유물매각대,일반회계,2013,교육과학기술부,0,0,0,0,0,0,0
,0,0,0,융자회수금,일반회계,2013,교육과학기술부,0,0,7.79367E+11,0,0,0,0
,0,0,0,기타수입,일반회계,2013,교육과학기술부,0,0,90388510,0,0,0,0
광역발전계정,0,0,0,재산수입,광역지역발전특별회계,2013,교육과학기술부,0,0,0,0,0,0,0
광역발전계정,0,0,0,경상이전수입,광역지역발전특별회계,2013,교육과학기술부,0,0,3315023610,0,0,0,0
손익계정,0,0,0,재산수입,국립중앙과학관,2013,교육과학기술부,0,0,93178500,0,0,0,0
손익계정,0,0,0,경상이전수입,국립중앙과학관,2013,교육과학기술부,0,0,231705890,0,0,0,0
손익계정,0,0,0,재화및용역판매수입,국립중앙과학관,2013,교육과학기술부,0,0,4581690,0,0,0,0
손익계정,0,0,0,기타수입,국립중앙과학관,2013,교육과학기술부,0,0,0,0,0,0,0
손익계정,0,0,0,재산수입,국립과천과학관,2013,교육과학기술부,0,0,71753510,0,0,0,0
손익계정,0,0,0,경상이전수입,국립과천과학관,2013,교육과학기술부,0,0,0,0,0,0,0
손익계정,0,0,0,재화및용역판매수입,국립과천과학관,2013,교육과학기술부,0,0,11362510,0,0,0,0
손익계정,0,0,0,기타수입,국립과천과학관,2013,교육과학기술부,0,0,0,0,0,0,0
,0,0,0,재산수입,일반회계,2013,행정안전부,0,0,66920380,0,0,0,0
,0,0,0,경상이전수입,일반회계,2013,행정안전부,0,0,1526211030,0,0,0,0
,0,0,0,재화및용역판매수입,일반회계,2013,행정안전부,0,0,19283530,0,0,0,0
,0,0,0,융자회수금,일반회계,2013,행정안전부,0,0,1.15198E+12,0,0,0,0
,0,0,0,기타수입,일반회계,2013,행정안전부,0,0,2326238700,0,0,0,0
,0,0,0,관유물매각대,혁신도시건설특별회계,2013,행정안전부,0,0,0,0,0,0,0
,511519060,511519060,0,재산수입,일반회계,2013,문화체육관광부,654321540,374224570,902897590,517027050,142802480,374224570,1028546110
,2576882900,2576882900,0,경상이전수입,일반회계,2013,문화체육관광부,3399166290,996185970,3465526680,1818469360,822283390,996185970,4395352260
,76205670,76205670,0,재화및용역판매수입,일반회계,2013,문화체육관광부,102745050,1432540,106985420,27971920,26539380,1432540,104177590
,0,0,0,관유물매각대,일반회계,2013,문화체육관광부,0,0,0,0,0,0,0
,66918000,0,66918000,기타수입,일반회계,2013,문화체육관광부,0,66918000,527018000,0,0,0,66918000
,1045412435,0,1045412435,예금및예탁금,일반회계,2013,문화체육관광부,0,1045412435,1020898485,0,0,0,1045412435
,0,0,0,재산수입,아시아문화중심도시조성특별회계,2013,문화체육관광부,4630140,0,8360,4630140,4630140,0,4630140
,0,0,0,경상이전수입,아시아문화중심도시조성특별회계,2013,문화체육관광부,200143840,0,0,200143840,200143840,0,200143840
지역개발계정,0,0,0,재산수입,광역지역발전특별회계,2013,문화체육관광부,31723490,1693150,199910,33416640,31723490,1693150,33416640
지역개발계정,0,0,0,경상이전수입,광역지역발전특별회계,2013,문화체육관광부,751584140,151693150,0,903277290,751584140,151693150,903277290
광역발전계정,0,0,0,재산수입,광역지역발전특별회계,2013,문화체육관광부,0,0,0,0,0,0,0
광역발전계정,0,0,0,경상이전수입,광역지역발전특별회계,2013,문화체육관광부,0,0,0,0,0,0,0
,3223710,3223710,0,재산수입,관광진흥개발기금,2013,문화체육관광부,28383050,0,26822120,25159340,25159340,0,28383050
,524761010,524761010,0,경상이전수입,관광진흥개발기금,2013,문화체육관광부,1258094700,0,13902879410,733333690,733333690,0,1258094700
,9.95793E+11,0,9.95793E+11,융자회수금,관광진흥개발기금,2013,문화체육관광부,0,1.22221E+12,1.16833E+12,2.26415E+11,0,2.26415E+11,1.22221E+12
,10476013054,0,10476013054,예금및예탁금,관광진흥개발기금,2013,문화체육관광부,0,67230973804,95813897744,56754960750,0,56754960750,67230973804
,0,0,0,재산수입,지역신문발전기금,2013,문화체육관광부,0,0,0,0,0,0,0
,0,0,0,경상이전수입,지역신문발전기금,2013,문화체육관광부,0,0,0,0,0,0,0
,1141550000,0,1141550000,융자회수금,지역신문발전기금,2013,문화체육관광부,0,1141550000,2641530000,0,0,0,1141550000
,0,0,0,예금및예탁금,지역신문발전기금,2013,문화체육관광부,0,7009887863,15783188071,7009887863,0,7009887863,7009887863
,0,0,0,재산수입,일반회계,2013,농림수산식품부,0,0,325455970,0,0,0,0
,0,0,0,경상이전수입,일반회계,2013,농림수산식품부,0,0,703726280,0,0,0,0
,0,0,0,재화및용역판매수입,일반회계,2013,농림수산식품부,0,0,936080,0,0,0,0
,0,0,0,관유물매각대,일반회계,2013,농림수산식품부,0,0,0,0,0,0,0
,0,0,0,기타수입,일반회계,2013,농림수산식품부,0,0,494235000,0,0,0,0
구조개선사업계정,0,0,0,재산수입,농어촌구조개선특별회계,2013,농림수산식품부,0,0,4728930,0,0,0,0
구조개선사업계정,0,0,0,경상이전수입,농어촌구조개선특별회계,2013,농림수산식품부,0,0,2664568830,0,0,0,0
구조개선사업계정,0,0,0,재화및용역판매수입,농어촌구조개선특별회계,2013,농림수산식품부,0,0,0,0,0,0,0
구조개선사업계정,0,0,0,관유물매각대,농어촌구조개선특별회계,2013,농림수산식품부,0,0,0,0,0,0,0
구조개선사업계정,0,0,0,융자회수금,농어촌구조개선특별회계,2013,농림수산식품부,0,0,1.37721E+12,0,0,0,0
농어촌특별세사업계정,0,0,0,재산수입,농어촌구조개선특별회계,2013,농림수산식품부,0,0,7341210,0,0,0,0
농어촌특별세사업계정,0,0,0,경상이전수입,농어촌구조개선특별회계,2013,농림수산식품부,0,0,1075245960,0,0,0,0
농어촌특별세사업계정,0,0,0,융자회수금,농어촌구조개선특별회계,2013,농림수산식품부,0,0,1.10212E+11,0,0,0,0
투자계정,0,0,0,경상이전수입,에너지및자원사업특별회계,2013,농림수산식품부,0,0,138650400,0,0,0,0
융자계정,0,0,0,재산수입,에너지및자원사업특별회계,2013,농림수산식품부,0,0,0,0,0,0,0
융자계정,0,0,0,융자회수금,에너지및자원사업특별회계,2013,농림수산식품부,0,0,37932957600,0,0,0,0
,0,0,0,재산수입,혁신도시건설특별회계,2013,농림수산식품부,0,0,2804250,0,0,0,0
,0,0,0,경상이전수입,혁신도시건설특별회계,2013,농림수산식품부,0,0,179603010,0,0,0,0
,0,0,0,관유물매각대,혁신도시건설특별회계,2013,농림수산식품부,0,0,1.38902E+11,0,0,0,0
지역개발계정,0,0,0,경상이전수입,광역지역발전특별회계,2013,농림수산식품부,0,0,805770,0,0,0,0
광역발전계정,0,0,0,경상이전수입,광역지역발전특별회계,2013,농림수산식품부,0,0,301430000,0,0,0,0
손익계정,0,0,0,경상이전수입,양곡관리특별회계,2013,농림수산식품부,0,0,192510,0,0,0,0
손익계정,0,0,0,재화및용역판매수입,양곡관리특별회계,2013,농림수산식품부,0,0,0,0,0,0,0
손익계정,0,0,0,관유물매각대,양곡관리특별회계,2013,농림수산식품부,0,0,470769320,0,0,0,0
,0,0,0,재산수입,일반회계,2013,지식경제부,0,0,189244360,0,0,0,0
,0,0,0,경상이전수입,일반회계,2013,지식경제부,0,0,394381320,0,0,0,0
,0,0,0,재화및용역판매수입,일반회계,2013,지식경제부,0,0,37237090,0,0,0,0
,0,0,0,관유물매각대,일반회계,2013,지식경제부,0,0,845406010,0,0,0,0
투자계정,0,0,0,재산수입,에너지및자원사업특별회계,2013,지식경제부,0,0,10662530,0,0,0,0
투자계정,0,0,0,경상이전수입,에너지및자원사업특별회계,2013,지식경제부,0,0,3132237580,0,0,0,0
융자계정,0,0,0,재산수입,에너지및자원사업특별회계,2013,지식경제부,0,0,0,0,0,0,0
융자계정,0,0,0,융자회수금,에너지및자원사업특별회계,2013,지식경제부,0,0,7.67276E+12,0,0,0,0
,0,0,0,경상이전수입,우체국보험특별회계,2013,지식경제부,0,0,666360,0,0,0,0
,0,0,0,재산수입,혁신도시건설특별회계,2013,지식경제부,0,0,0,0,0,0,0
광역발전계정,0,0,0,재산수입,광역지역발전특별회계,2013,지식경제부,0,0,0,0,0,0,0
광역발전계정,0,0,0,경상이전수입,광역지역발전특별회계,2013,지식경제부,0,0,0,0,0,0,0
자본계정,0,0,0,관유물매각대,우편사업특별회계,2013,지식경제부,0,0,399491450,0,0,0,0
자본계정,0,0,0,융자회수금,우편사업특별회계,2013,지식경제부,0,0,1.35486E+11,0,0,0,0
자본계정,0,0,0,기타수입,우편사업특별회계,2013,지식경제부,0,0,851304000,0,0,0,0
손익계정,0,0,0,재산수입,우편사업특별회계,2013,지식경제부,0,0,1109078040,0,0,0,0
손익계정,0,0,0,경상이전수입,우편사업특별회계,2013,지식경제부,0,0,1898932270,0,0,0,0
자본계정,0,0,0,관유물매각대,우체국예금특별회계,2013,지식경제부,0,0,4000,0,0,0,0
자본계정,0,0,0,기타수입,우체국예금특별회계,2013,지식경제부,0,0,0,0,0,0,0
손익계정,0,0,0,재산수입,우체국예금특별회계,2013,지식경제부,0,0,0,0,0,0,0
손익계정,0,0,0,경상이전수입,우체국예금특별회계,2013,지식경제부,0,0,4102187750,0,0,0,0
,13690226590,13690226590,0,재산수입,일반회계,2013,보건복지부,16435013060,279866400,15888325930,3024652870,2744786470,279866400,16714879460
,2159842870,2159842870,0,경상이전수입,일반회계,2013,보건복지부,66482264240,1444195600,66958870700,65766616970,64322421370,1444195600,67926459840
,8000000,8000000,0,재화및용역판매수입,일반회계,2013,보건복지부,8000000,0,11469000,0,0,0,8000000
,0,0,0,관유물매각대,일반회계,2013,보건복지부,0,0,0,0,0,0,0
,43510697220,43510697220,0,융자회수금,일반회계,2013,보건복지부,43510697220,0,46520096030,0,0,0,43510697220
,18371055630,0,18371055630,기타수입,일반회계,2013,보건복지부,0,19035271630,121500000,664216000,0,664216000,19035271630
투자계정,4814725820,4814725820,0,경상이전수입,에너지및자원사업특별회계,2013,보건복지부,4814725820,0,5142335840,0,0,0,4814725820
자본계정,0,0,0,재산수입,국립재활원,2013,보건복지부,0,0,0,0,0,0,0
손익계정,5119320,5119320,0,재산수입,국립재활원,2013,보건복지부,5119320,41140370,5119320,41140370,0,41140370,46259690
손익계정,4997840,4997840,0,경상이전수입,국립재활원,2013,보건복지부,4997840,0,4997840,0,0,0,4997840
손익계정,1882550,1819460,63090,재화및용역판매수입,국립재활원,2013,보건복지부,9377220,1030702900,1985841770,1038197570,7557760,1030639810,1040080120
손익계정,0,0,0,재산수입,국립목포병원,2013,보건복지부,0,1460170,0,1460170,0,1460170,1460170
손익계정,0,0,0,경상이전수입,국립목포병원,2013,보건복지부,0,0,0,0,0,0,0
손익계정,0,0,0,재화및용역판매수입,국립목포병원,2013,보건복지부,61687040,181616230,508297800,243303270,61687040,181616230,243303270
손익계정,0,0,0,관유물매각대,국립목포병원,2013,보건복지부,0,0,0,0,0,0,0
손익계정,0,0,0,재산수입,국립마산병원,2013,보건복지부,0,0,11850060,0,0,0,0
손익계정,0,0,0,경상이전수입,국립마산병원,2013,보건복지부,0,0,0,0,0,0,0
손익계정,0,0,0,재화및용역판매수입,국립마산병원,2013,보건복지부,239659660,318440910,873269410,558100570,239659660,318440910,558100570
손익계정,0,0,0,재산수입,국립정신건강센터,2013,보건복지부,0,0,0,0,0,0,0
손익계정,0,0,0,경상이전수입,국립정신건강센터,2013,보건복지부,0,0,0,0,0,0,0
손익계정,0,0,0,재화및용역판매수입,국립정신건강센터,2013,보건복지부,0,1941976900,3675846460,1941976900,0,1941976900,1941976900
손익계정,0,0,0,관유물매각대,국립정신건강센터,2013,보건복지부,0,0,0,0,0,0,0
손익계정,0,0,0,재산수입,국립나주병원,2013,보건복지부,0,0,0,0,0,0,0
손익계정,0,0,0,경상이전수입,국립나주병원,2013,보건복지부,0,0,0,0,0,0,0
손익계정,0,0,0,재화및용역판매수입,국립나주병원,2013,보건복지부,0,1155659490,1450116600,1155659490,0,1155659490,1155659490
손익계정,0,0,0,재산수입,국립부곡병원,2013,보건복지부,0,0,0,0,0,0,0
손익계정,0,0,0,경상이전수입,국립부곡병원,2013,보건복지부,0,0,0,0,0,0,0
손익계정,0,0,0,재화및용역판매수입,국립부곡병원,2013,보건복지부,0,589953700,1057727460,589953700,0,589953700,589953700
손익계정,0,0,0,관유물매각대,국립부곡병원,2013,보건복지부,0,0,0,0,0,0,0
손익계정,0,0,0,재산수입,국립춘천병원,2013,보건복지부,0,0,0,0,0,0,0
손익계정,0,0,0,경상이전수입,국립춘천병원,2013,보건복지부,0,0,0,0,0,0,0
손익계정,0,0,0,재화및용역판매수입,국립춘천병원,2013,보건복지부,0,901266160,951468270,901266160,0,901266160,901266160
손익계정,0,0,0,관유물매각대,국립춘천병원,2013,보건복지부,0,0,0,0,0,0,0
손익계정,0,0,0,재산수입,국립공주병원,2013,보건복지부,0,9116240,15118260,9116240,0,9116240,9116240
손익계정,0,0,0,경상이전수입,국립공주병원,2013,보건복지부,0,0,0,0,0,0,0
손익계정,0,0,0,재화및용역판매수입,국립공주병원,2013,보건복지부,0,619896830,825954430,619896830,0,619896830,619896830
손익계정,0,0,0,관유물매각대,국립공주병원,2013,보건복지부,0,0,0,0,0,0,0
,5.98264E+12,0,5.98264E+12,융자회수금,국민연금기금,2013,보건복지부,0,6.92854E+12,6.25564E+12,9.45907E+11,0,9.45907E+11,6.92854E+12
,1.05E+12,0,1.05E+12,예금및예탁금,국민연금기금,2013,보건복지부,0,2.83148E+12,4.52373E+12,1.78148E+12,0,1.78148E+12,2.83148E+12
국민건강증진계정,33010,33010,0,재산수입,국민건강증진기금,2013,보건복지부,152406720,36559260,1143940,188932970,152373710,36559260,188965980
국민건강증진계정,3730987900,3730987900,0,경상이전수입,국민건강증진기금,2013,보건복지부,9968412210,10487330,14032312060,6247911640,6237424310,10487330,9978899540
국민건강증진계정,0,0,0,재화및용역판매수입,국민건강증진기금,2013,보건복지부,0,0,0,0,0,0,0
국민건강증진계정,0,0,0,예금및예탁금,국민건강증진기금,2013,보건복지부,0,20026325870,0,20026325870,0,20026325870,20026325870
,18085290,18085290,0,재산수입,응급의료기금,2013,보건복지부,59371780,17936470,63770640,59222960,41286490,17936470,77308250
,20378470,20378470,0,경상이전수입,응급의료기금,2013,보건복지부,658332110,1446647060,2044463930,2084600700,637953640,1446647060,2104979170
,60991960000,0,60991960000,융자회수금,응급의료기금,2013,보건복지부,0,63991960000,64976960000,3000000000,0,3000000000,63991960000
,380400,380400,0,재산수입,일반회계,2013,여성가족부,9003350,0,6361040,8622950,8622950,0,9003350
,51121820,51121820,0,경상이전수입,일반회계,2013,여성가족부,1034258930,0,1832850720,983137110,983137110,0,1034258930
,0,0,0,재화및용역판매수입,일반회계,2013,여성가족부,0,0,0,0,0,0,0
,0,0,0,재산수입,청소년육성기금,2013,여성가족부,1855680,0,3578690,1855680,1855680,0,1855680
,342272520,342272520,0,경상이전수입,청소년육성기금,2013,여성가족부,911827920,0,921398590,569555400,569555400,0,911827920
,0,0,0,재화및용역판매수입,청소년육성기금,2013,여성가족부,0,0,0,0,0,0,0
,555000000,0,555000000,융자회수금,청소년육성기금,2013,여성가족부,0,555000000,1673340000,0,0,0,555000000
,0,0,0,예금및예탁금,청소년육성기금,2013,여성가족부,0,12522192768,17409969865,12522192768,0,12522192768,12522192768
,0,0,0,재산수입,양성평등기금,2013,여성가족부,1555990,0,5575710,1555990,1555990,0,1555990
,36328010,36328010,0,경상이전수입,양성평등기금,2013,여성가족부,779773160,0,1291635230,743445150,743445150,0,779773160
,345064514,345064514,0,융자회수금,양성평등기금,2013,여성가족부,345064514,0,399469207,0,0,0,345064514
,0,0,0,예금및예탁금,양성평등기금,2013,여성가족부,0,4073118628,1645873759,4073118628,0,4073118628,4073118628
,0,0,0,재산수입,일반회계,2013,국토해양부,0,0,1390271570,0,0,0,0
,0,0,0,경상이전수입,일반회계,2013,국토해양부,0,0,12379224370,0,0,0,0
,0,0,0,재화및용역판매수입,일반회계,2013,국토해양부,0,0,9070277400,0,0,0,0
,0,0,0,관유물매각대,일반회계,2013,국토해양부,0,0,0,0,0,0,0
,0,0,0,융자회수금,일반회계,2013,국토해양부,0,0,3100000,0,0,0,0
,0,0,0,기타수입,일반회계,2013,국토해양부,0,0,119174110,0,0,0,0
도로계정,0,0,0,재산수입,교통시설특별회계,2013,국토해양부,0,0,9753524980,0,0,0,0
도로계정,0,0,0,경상이전수입,교통시설특별회계,2013,국토해양부,0,0,2118380650,0,0,0,0
도로계정,0,0,0,재화및용역판매수입,교통시설특별회계,2013,국토해양부,0,0,178857400,0,0,0,0
도로계정,0,0,0,관유물매각대,교통시설특별회계,2013,국토해양부,0,0,1792000,0,0,0,0
철도계정,0,0,0,재산수입,교통시설특별회계,2013,국토해양부,0,0,3747077660,0,0,0,0
철도계정,0,0,0,경상이전수입,교통시설특별회계,2013,국토해양부,0,0,6794420560,0,0,0,0
철도계정,0,0,0,재화및용역판매수입,교통시설특별회계,2013,국토해양부,0,0,0,0,0,0,0
철도계정,0,0,0,관유물매각대,교통시설특별회계,2013,국토해양부,0,0,4552486100,0,0,0,0
철도계정,0,0,0,융자회수금,교통시설특별회계,2013,국토해양부,0,0,1.0875E+12,0,0,0,0
공항계정,0,0,0,재산수입,교통시설특별회계,2013,국토해양부,0,0,20162670,0,0,0,0
공항계정,0,0,0,경상이전수입,교통시설특별회계,2013,국토해양부,0,0,88659950,0,0,0,0
공항계정,0,0,0,재화및용역판매수입,교통시설특별회계,2013,국토해양부,0,0,6690,0,0,0,0
항만계정,0,0,0,재산수입,교통시설특별회계,2013,국토해양부,0,0,755786870,0,0,0,0
항만계정,0,0,0,경상이전수입,교통시설특별회계,2013,국토해양부,0,0,11368957760,0,0,0,0
항만계정,0,0,0,재화및용역판매수입,교통시설특별회계,2013,국토해양부,0,0,11140179080,0,0,0,0
항만계정,0,0,0,관유물매각대,교통시설특별회계,2013,국토해양부,0,0,0,0,0,0,0
항만계정,0,0,0,융자회수금,교통시설특별회계,2013,국토해양부,0,0,2.59914E+11,0,0,0,0
교통체계관리계정,0,0,0,재산수입,교통시설특별회계,2013,국토해양부,0,0,0,0,0,0,0
교통체계관리계정,0,0,0,경상이전수입,교통시설특별회계,2013,국토해양부,0,0,0,0,0,0,0
교통체계관리계정,0,0,0,융자회수금,교통시설특별회계,2013,국토해양부,0,0,60995600000,0,0,0,0
지역개발계정,0,0,0,재산수입,광역지역발전특별회계,2013,국토해양부,0,0,21394950,0,0,0,0
지역개발계정,0,0,0,경상이전수입,광역지역발전특별회계,2013,국토해양부,0,0,7.02342E+11,0,0,0,0
지역개발계정,0,0,0,재화및용역판매수입,광역지역발전특별회계,2013,국토해양부,0,0,274016730,0,0,0,0
광역발전계정,0,0,0,재산수입,광역지역발전특별회계,2013,국토해양부,0,0,127850440,0,0,0,0
광역발전계정,0,0,0,경상이전수입,광역지역발전특별회계,2013,국토해양부,0,0,2.08702E+11,0,0,0,0
광역발전계정,0,0,0,재화및용역판매수입,광역지역발전특별회계,2013,국토해양부,0,0,2983090,0,0,0,0
광역발전계정,0,0,0,관유물매각대,광역지역발전특별회계,2013,국토해양부,0,0,12951936270,0,0,0,0
광역발전계정,0,0,0,융자회수금,광역지역발전특별회계,2013,국토해양부,0,0,2520049600,0,0,0,0
손익계정,0,0,0,재산수입,대산지방해양수산청,2013,국토해양부,0,0,31118790,0,0,0,0
손익계정,0,0,0,경상이전수입,대산지방해양수산청,2013,국토해양부,0,0,49432080,0,0,0,0
손익계정,0,0,0,재화및용역판매수입,대산지방해양수산청,2013,국토해양부,0,0,513593330,0,0,0,0
,0,0,0,재산수입,일반회계,2013,방송통신위원회,0,0,6379390,0,0,0,0
,3307500,3307500,0,경상이전수입,일반회계,2013,방송통신위원회,4816680,0,3833332730,1509180,1509180,0,4816680
,0,0,0,재화및용역판매수입,일반회계,2013,방송통신위원회,0,0,1774179560,0,0,0,0
,0,0,0,기타수입,일반회계,2013,방송통신위원회,0,0,19910400,0,0,0,0
,0,0,0,재산수입,일반회계,2013,금융위원회,0,0,0,0,0,0,0
,0,0,0,경상이전수입,일반회계,2013,금융위원회,0,0,0,0,0,0,0
,0,0,0,융자회수금,일반회계,2013,금융위원회,0,0,966638120,0,0,0,0
,0,0,0,재산수입,농어가목돈마련저축장려기금,2013,금융위원회,0,0,0,0,0,0,0
,0,0,0,경상이전수입,농어가목돈마련저축장려기금,2013,금융위원회,0,0,0,0,0,0,0
,0,0,0,예금및예탁금,농어가목돈마련저축장려기금,2013,금융위원회,0,1550000000,10273376027,1550000000,0,1550000000,1550000000
,0,0,0,재산수입,공적자금상환기금,2013,금융위원회,0,0,0,0,0,0,0
,0,0,0,관유물매각대,공적자금상환기금,2013,금융위원회,0,0,0,0,0,0,0
,0,0,0,예금및예탁금,공적자금상환기금,2013,금융위원회,0,400386630,500000000,400386630,0,400386630,400386630
,1140000,1140000,0,경상이전수입,일반회계,2013,국민권익위원회,21284000,32654000,0,52798000,20144000,32654000,53938000
,0,0,0,재화및용역판매수입,일반회계,2013,국민권익위원회,0,0,1140000,0,0,0,0
,0,0,0,관유물매각대,일반회계,2013,국민권익위원회,0,0,0,0,0,0,0
,0,0,0,경상이전수입,일반회계,2013,특임장관실,0,0,500000,0,0,0,0
,0,0,0,경상이전수입,일반회계,2013,원자력안전위원회,0,0,0,0,0,0,0
,0,0,0,재산수입,일반회계,2013,대통령경호실,0,43523950,0,43523950,0,43523950,43523950
,0,0,0,경상이전수입,일반회계,2013,대통령경호실,0,186725380,0,186725380,0,186725380,186725380
,0,0,0,재화및용역판매수입,일반회계,2013,대통령경호실,0,0,0,0,0,0,0
,0,0,0,재산수입,일반회계,2013,미래창조과학부,128810,6550540,0,6679350,128810,6550540,6679350
,3803330130,3802830130,500000,경상이전수입,일반회계,2013,미래창조과학부,4048579520,4640500,0,249889890,245749390,4140500,4053220020
,1622332260,1622332260,0,재화및용역판매수입,일반회계,2013,미래창조과학부,1868371320,908000,0,246947060,246039060,908000,1869279320
,0,0,0,관유물매각대,일반회계,2013,미래창조과학부,0,0,0,0,0,0,0
,102970430,0,102970430,기타수입,일반회계,2013,미래창조과학부,0,112970430,0,10000000,0,10000000,112970430
