계정명,단위사업,단위사업명,ANEXP_BDGAMT_F,ANEXP_BDGAMT_M,ANEXP_BDG_CAMT,AVDV_IAMT,AVDV_MAMT,BDTR_IAMT,BDTR_MAMT,지출목,지출목명,DUSEAMT,EP_AMT,EP_NAMT,분야,분야명,FNT_IAMT,FNT_MAMT,회계명,회계연도,NEXT_YY_BFWAMT,소관명,OVR_EP_AMT,프로그램,프로그램명,PREY_BFWAMT,RSVF_EP_DCS_IAMT,RSVF_EP_DCS_MAMT,부문,부문명
,1033,의회외교,21000000.0,21000000.0,21000000.0,0.0,0.0,0.0,0.0,430,유형자산,13560630.0,7439370.0,7439370.0,010,일반·지방행정,0.0,0.0,일반회계,2022,0.0,국회,0.0,1000,의정활동지원,0.0,0.0,0.0,011,입법및선거관리
,1034,국회활동관련단체지원,7511000000.0,7511000000.0,7511000000.0,0.0,0.0,0.0,0.0,320,민간이전,215700000.0,7295300000.0,7295300000.0,010,일반·지방행정,0.0,0.0,일반회계,2022,0.0,국회,0.0,1000,의정활동지원,0.0,0.0,0.0,011,입법및선거관리
,1034,국회활동관련단체지원,4216000000.0,4216000000.0,4216000000.0,0.0,0.0,0.0,0.0,350,일반출연금,62000000.0,4154000000.0,4154000000.0,010,일반·지방행정,0.0,0.0,일반회계,2022,0.0,국회,0.0,1000,의정활동지원,0.0,0.0,0.0,011,입법및선거관리
,1035,예비금,0.0,0.0,650000000.0,0.0,0.0,0.0,0.0,230,특수활동비,0.0,650000000.0,650000000.0,010,일반·지방행정,0.0,0.0,일반회계,2022,0.0,국회,0.0,1000,의정활동지원,0.0,650000000.0,0.0,011,입법및선거관리
,1035,예비금,0.0,0.0,325000000.0,0.0,0.0,0.0,0.0,240,업무추진비,15917670.0,309082330.0,309082330.0,010,일반·지방행정,0.0,0.0,일반회계,2022,0.0,국회,0.0,1000,의정활동지원,0.0,325000000.0,0.0,011,입법및선거관리
,1035,예비금,0.0,0.0,325000000.0,0.0,0.0,0.0,0.0,250,직무수행경비,92960000.0,232040000.0,232040000.0,010,일반·지방행정,0.0,0.0,일반회계,2022,0.0,국회,0.0,1000,의정활동지원,0.0,325000000.0,0.0,011,입법및선거관리
,1035,예비금,1300000000.0,1300000000.0,0.0,0.0,0.0,0.0,0.0,710,예비비및기타,0.0,0.0,0.0,010,일반·지방행정,0.0,0.0,일반회계,2022,0.0,국회,0.0,1000,의정활동지원,0.0,0.0,-1300000000.0,011,입법및선거관리
,2031,의회운영지원,4210863000.0,4210863000.0,4210863000.0,0.0,0.0,0.0,0.0,110,인건비,289074910.0,3921788090.0,3921788090.0,010,일반·지방행정,0.0,0.0,일반회계,2022,0.0,국회,0.0,2000,국회사무처운영,0.0,0.0,0.0,011,입법및선거관리
,2031,의회운영지원,12966974000.0,12966974000.0,13205755500.0,0.0,0.0,0.0,0.0,210,운영비,1619575860.0,11390758840.0,11390758840.0,010,일반·지방행정,0.0,0.0,일반회계,2022,195420800.0,국회,0.0,2000,국회사무처운영,238781500.0,0.0,0.0,011,입법및선거관리
,2031,의회운영지원,412018000.0,412018000.0,412018000.0,0.0,0.0,0.0,0.0,220,여비,111672790.0,300345210.0,300345210.0,010,일반·지방행정,0.0,0.0,일반회계,2022,0.0,국회,0.0,2000,국회사무처운영,0.0,0.0,0.0,011,입법및선거관리
,2031,의회운영지원,791022000.0,791022000.0,791022000.0,0.0,0.0,0.0,0.0,240,업무추진비,69543160.0,721478840.0,721478840.0,010,일반·지방행정,0.0,0.0,일반회계,2022,0.0,국회,0.0,2000,국회사무처운영,0.0,0.0,0.0,011,입법및선거관리
,2031,의회운영지원,29969000.0,29969000.0,29969000.0,0.0,0.0,0.0,0.0,250,직무수행경비,13100.0,29955900.0,29955900.0,010,일반·지방행정,0.0,0.0,일반회계,2022,0.0,국회,0.0,2000,국회사무처운영,0.0,0.0,0.0,011,입법및선거관리
,2031,의회운영지원,1141000000.0,1141000000.0,1462700000.0,0.0,0.0,0.0,0.0,260,연구용역비,8294260.0,1434405740.0,1434405740.0,010,일반·지방행정,0.0,0.0,일반회계,2022,20000000.0,국회,0.0,2000,국회사무처운영,321700000.0,0.0,0.0,011,입법및선거관리
,2031,의회운영지원,187238000.0,187238000.0,187238000.0,0.0,0.0,0.0,0.0,310,보전금,5609680.0,181628320.0,181628320.0,010,일반·지방행정,0.0,0.0,일반회계,2022,0.0,국회,0.0,2000,국회사무처운영,0.0,0.0,0.0,011,입법및선거관리
,2031,의회운영지원,713896000.0,713896000.0,713896000.0,0.0,0.0,0.0,0.0,320,민간이전,77371420.0,636524580.0,636524580.0,010,일반·지방행정,0.0,0.0,일반회계,2022,0.0,국회,0.0,2000,국회사무처운영,0.0,0.0,0.0,011,입법및선거관리
,2031,의회운영지원,79000000.0,79000000.0,79000000.0,0.0,0.0,0.0,0.0,350,일반출연금,28450000.0,50550000.0,50550000.0,010,일반·지방행정,0.0,0.0,일반회계,2022,0.0,국회,0.0,2000,국회사무처운영,0.0,0.0,0.0,011,입법및선거관리
,2031,의회운영지원,6287000000.0,6287000000.0,15192146080.0,0.0,0.0,0.0,0.0,420,건설비,2254512880.0,12937633200.0,12937633200.0,010,일반·지방행정,0.0,0.0,일반회계,2022,0.0,국회,0.0,2000,국회사무처운영,8905146080.0,0.0,0.0,011,입법및선거관리
,2031,의회운영지원,769020000.0,769020000.0,773860000.0,0.0,0.0,0.0,0.0,430,유형자산,99234450.0,658895550.0,658895550.0,010,일반·지방행정,0.0,0.0,일반회계,2022,15730000.0,국회,0.0,2000,국회사무처운영,4840000.0,0.0,0.0,011,입법및선거관리
,2031,의회운영지원,100000000.0,100000000.0,100000000.0,0.0,0.0,0.0,0.0,440,무형자산,20000000.0,80000000.0,80000000.0,010,일반·지방행정,0.0,0.0,일반회계,2022,0.0,국회,0.0,2000,국회사무처운영,0.0,0.0,0.0,011,입법및선거관리
,2032,법제활동지원,556819000.0,556819000.0,556819000.0,0.0,0.0,0.0,0.0,210,운영비,191565660.0,365253340.0,365253340.0,010,일반·지방행정,0.0,0.0,일반회계,2022,0.0,국회,0.0,2000,국회사무처운영,0.0,0.0,0.0,011,입법및선거관리
